Tag	1094508.3	203119.11
TAG16032	-	-
TAG16033	-	-
TAG16034	-	-
TAG16035	-	-
TAG16036	-	-
TAG16037	-	-
TAG16038	-	-
TAG16039	-	-
TAG16040	-	-
TAG16041	-	-
TAG16042	-	-
TAG16043	-	-
TAG16044	-	-
TAG16045	-	-
TAG16046	-	-
TAG16047	-	-
TAG16048	Tsac_0204	-
TAG16049	Tsac_0206	-
TAG16050	-	-
TAG16051	-	-
TAG16052	-	-
TAG16053	-	-
TAG16054	-	-
TAG16055	-	-
TAG16056	-	-
TAG16057	-	-
TAG16058	-	-
TAG16059	-	-
TAG16060	-	-
TAG16061	-	-
TAG16062	-	-
TAG16063	-	-
TAG16064	-	-
TAG16065	-	-
TAG16066	-	-
TAG16067	-	-
TAG16068	-	-
TAG16069	-	-
TAG16070	-	-
TAG16071	-	-
TAG16072	-	-
TAG16073	-	-
TAG16074	-	-
TAG16075	-	-
TAG16076	-	-
TAG16077	-	-
TAG16078	-	-
TAG16079	-	-
TAG16080	-	-
TAG16081	-	-
TAG16082	-	-
TAG16083	-	-
TAG16084	-	-
TAG16085	-	-
TAG16086	-	-
TAG16087	-	-
TAG16088	-	-
TAG16089	-	-
TAG16090	-	-
TAG16091	-	-
TAG16092	-	-
TAG16093	-	-
TAG16094	-	-
TAG16095	-	-
TAG16096	-	-
TAG16097	-	-
TAG16098	-	-
TAG16099	-	-
TAG16100	-	-
TAG16101	-	-
TAG16102	-	-
TAG16103	-	-
TAG16104	-	-
TAG16105	-	-
TAG16106	-	-
TAG16107	-	-
TAG16108	-	-
TAG16109	-	-
TAG16110	-	-
TAG16111	-	-
TAG16112	-	-
TAG16113	-	-
TAG16114	-	-
TAG16115	-	-
TAG16116	-	-
TAG16117	-	-
TAG16118	-	-
TAG16119	-	-
TAG16120	-	-
TAG16121	-	-
TAG16122	-	-
TAG16123	-	-
TAG16124	-	-
TAG16125	-	-
TAG16126	-	-
TAG16127	-	-
TAG16128	-	-
TAG16129	-	-
TAG16130	-	-
TAG16131	-	-
TAG16132	-	-
TAG16133	-	-
TAG16134	-	-
TAG16135	-	-
TAG16136	-	fig|203119.11.peg.1182
TAG16137	-	-
TAG16138	-	-
TAG16139	-	-
TAG16140	-	-
TAG16141	-	-
TAG16142	-	-
TAG16143	-	-
TAG16144	-	-
TAG16145	-	-
TAG16146	-	-
TAG16147	-	-
TAG16148	-	-
TAG16149	-	-
TAG16150	-	-
TAG16151	-	-
TAG16152	-	-
TAG16153	-	-
TAG16154	-	-
TAG16155	-	-
TAG16156	-	-
TAG16157	-	-
TAG16158	-	-
TAG16159	-	-
TAG16160	-	-
TAG16161	-	-
TAG16162	-	-
TAG16163	-	-
TAG16164	-	-
TAG16165	-	-
TAG16166	-	-
TAG16167	-	-
TAG16168	-	-
TAG16169	-	fig|203119.11.peg.2038
TAG16170	-	-
TAG16171	-	-
TAG16172	-	-
TAG16173	-	-
TAG16174	-	-
TAG16175	-	-
TAG16176	-	-
TAG16177	-	-
TAG16178	-	-
TAG16179	-	-
TAG16180	-	-
TAG16181	-	-
TAG16182	-	-
TAG16183	-	-
TAG16184	-	-
TAG16185	-	-
TAG16186	-	-
TAG16187	-	-
TAG16188	-	-
TAG16189	-	-
TAG16190	-	-
TAG16191	-	-
TAG16192	-	-
TAG16193	-	-
TAG16194	-	-
TAG16195	-	-
TAG16196	-	-
TAG16197	-	-
TAG16198	-	-
TAG16199	-	-
TAG16200	-	-
TAG16201	-	-
TAG16202	-	-
TAG16203	-	-
TAG16204	-	-
TAG16205	-	-
TAG16206	-	-
TAG16207	-	-
TAG16208	-	-
TAG16209	-	-
TAG16210	-	-
TAG16211	-	-
TAG16212	-	-
TAG16213	-	-
TAG16214	-	-
TAG16215	-	-
TAG16216	-	-
TAG16217	-	-
TAG16218	-	-
TAG16219	-	-
TAG16220	-	-
TAG16221	-	-
TAG16222	-	-
TAG16223	-	-
TAG16224	-	-
TAG16225	-	-
TAG16226	-	-
TAG16227	-	-
TAG16228	-	-
TAG16229	-	-
TAG16230	-	-
TAG16231	-	-
TAG16232	Tsac_0835	-
TAG16233	Tsac_0837	-
TAG16234	-	-
TAG16235	-	-
TAG16236	Tsac_1453	Cthe_3063
TAG16237	-	-
TAG16238	-	-
TAG16239	-	-
TAG16240	-	-
TAG16241	-	-
TAG16242	-	-
TAG16243	-	-
TAG16244	-	-
TAG16245	-	-
TAG16246	-	-
TAG16247	-	-
TAG16248	Tsac_1164	-
TAG16249	-	-
TAG16250	-	-
TAG16251	-	-
TAG16252	-	-
TAG16253	-	-
TAG16254	-	-
TAG16255	-	-
TAG16256	-	-
TAG16257	-	-
TAG16258	-	-
TAG16259	-	-
TAG16260	-	-
TAG16261	-	-
TAG16262	-	-
TAG16263	-	-
TAG16264	-	-
TAG16265	-	-
TAG16266	-	-
TAG16267	-	-
TAG16268	-	-
TAG16269	-	-
TAG16270	-	-
TAG16271	-	-
TAG16272	-	-
TAG16273	-	-
TAG16274	-	-
TAG16275	-	-
TAG16276	-	-
TAG16277	-	-
TAG16278	-	-
TAG16279	-	-
TAG16280	-	-
TAG16281	-	-
TAG16282	-	-
TAG16283	-	-
TAG16284	-	-
TAG16285	-	-
TAG16286	-	-
TAG16287	-	-
TAG16288	-	-
TAG16289	-	-
TAG16290	-	-
TAG16291	-	-
TAG16292	-	-
TAG16293	-	-
TAG16294	-	-
TAG16295	-	-
TAG16296	-	-
TAG16297	-	-
TAG16298	-	-
TAG16299	-	-
TAG16300	-	-
TAG16301	-	-
TAG16302	-	-
TAG16303	-	-
TAG16304	-	-
TAG16305	-	-
TAG16306	-	-
TAG16307	-	-
TAG16308	-	-
TAG16309	-	-
TAG16310	-	-
TAG16311	-	-
TAG16312	-	-
TAG16313	-	-
TAG16314	-	-
TAG16315	-	-
TAG16316	-	-
TAG16317	-	-
TAG16318	-	-
TAG16319	-	-
TAG16320	-	-
TAG16321	-	-
TAG16322	-	-
TAG16323	-	-
TAG16324	-	-
TAG16325	-	-
TAG16326	-	-
TAG16327	-	-
TAG16328	-	-
TAG16329	-	-
TAG16330	-	-
TAG16331	-	-
TAG16332	-	-
TAG16333	-	-
TAG16334	-	-
TAG16335	-	-
TAG16336	-	-
TAG16337	-	-
TAG16338	-	-
TAG16339	-	-
TAG16340	-	-
TAG16341	-	-
TAG16342	-	-
TAG16343	-	-
TAG16344	-	-
TAG16345	-	-
TAG16346	-	-
TAG16347	-	-
TAG16348	-	-
TAG16349	-	-
TAG16350	-	-
TAG16351	-	-
TAG16352	-	-
TAG16353	-	-
TAG16354	-	-
TAG16355	-	-
TAG16356	-	-
TAG16357	-	-
TAG16358	-	-
TAG16359	-	-
TAG16360	-	-
TAG16361	-	-
TAG16362	-	-
TAG16363	-	-
TAG16364	-	-
TAG16365	-	-
TAG16366	-	-
TAG16367	-	-
TAG16368	-	-
TAG16369	-	-
TAG16370	-	-
TAG16371	-	-
TAG16372	-	-
TAG16373	-	-
TAG16374	-	-
TAG16375	-	-
TAG16376	-	-
TAG16377	-	-
TAG16378	-	-
TAG16379	-	-
TAG16380	-	-
TAG16381	-	-
TAG16382	-	-
TAG16383	-	-
TAG16384	-	-
TAG16390	"Tsac_1572,Tsac_0190"	"Cthe_1075,Cthe_1076"
TAG16413	-	-
TAG16415	-	-
TAG16417	-	Cthe_1398
TAG16447	Tsac_1252	Cthe_2585
TAG16448	-	-
TAG16450	Tsac_1769	Cthe_0455
TAG16459	"Tsac_0020,Tsac_0365"	-
TAG16468	-	-
TAG16480	-	-
TAG16502	-	-
TAG16504	-	-
TAG16506	-	-
TAG16507	"Tsac_1206,Tsac_0492"	-
TAG16515	-	-
TAG16523	Tsac_1905	Cthe_0119
TAG16530	-	-
TAG16537	-	-
TAG16541	Tsac_1555	Cthe_1063
TAG16546	-	-
TAG16547	-	Cthe_2940
TAG16553	-	-
TAG16560	-	Cthe_1252
TAG16563	Tsac_1998	Cthe_3110
TAG16565	Tsac_1826	-
TAG16581	-	-
TAG16582	-	-
TAG16593	Tsac_0846	-
TAG16701	-	Cthe_3056
TAG16711	Tsac_1698	Cthe_1342
TAG16735	-	-
TAG16761	Tsac_2391	-
TAG16850	-	-
TAG16857	-	-
TAG16876	"Tsac_0128,Tsac_1872"	"Cthe_2282,Cthe_2820,Cthe_0717,Cthe_0808"
TAG16877	-	-
TAG16878	-	-
TAG16888	-	-
TAG16892	-	-
TAG16893	-	-
TAG16917	Tsac_2677	Cthe_2241
TAG16935	Tsac_1283	-
TAG16962	-	Cthe_2380
TAG16963	Tsac_1124	-
TAG16965	-	Cthe_2503
TAG16966	Tsac_0042	Cthe_1576
TAG16968	Tsac_1119	-
TAG16977	Tsac_1873	Cthe_0715
TAG16994	Tsac_1529	Cthe_0560
TAG17005	-	Cthe_2214
TAG17014	"Tsac_1461,Tsac_1462"	-
TAG17018	-	Cthe_2995
TAG17022	Tsac_1604	Cthe_2305
TAG17023	-	Cthe_0102
TAG17024	-	Cthe_0049
TAG17027	-	Cthe_0538
TAG17054	Tsac_0383	"Cthe_1501,Cthe_0396"
TAG17058	-	Cthe_1165
TAG17065	Tsac_1364	Cthe_1260
TAG17077	-	Cthe_2196
TAG17084	-	Cthe_2197
TAG17103	-	Cthe_0621
TAG17109	Tsac_0471	"Cthe_0586,Cthe_0590"
TAG17120	Tsac_0957	Cthe_2203
TAG17126	-	Cthe_2206
TAG17128	-	Cthe_0175
TAG17130	-	Cthe_0187
TAG17133	-	Cthe_2350
TAG17134	Tsac_2019	-
TAG17139	-	Cthe_2584
TAG17141	-	Cthe_1210
TAG17151	-	Cthe_3148
TAG17158	-	Cthe_0657
TAG17159	-	Cthe_0306
TAG17163	Tsac_0039	Cthe_1581
TAG17177	-	Cthe_0328
TAG17181	-	Cthe_1381
TAG17188	Tsac_0052	-
TAG17192	Tsac_1973	Cthe_1008
TAG17193	Tsac_1972	Cthe_1009
TAG17234	Tsac_1304	Cthe_0562
TAG17291	-	-
TAG17292	Tsac_0639	Cthe_2106
TAG17313	-	Cthe_2103
TAG17323	-	Cthe_1429
TAG17335	-	-
TAG17337	Tsac_0143	"Cthe_1433,Cthe_1510"
TAG17342	"Tsac_2156,Tsac_0522"	"Cthe_2775,Cthe_0034"
TAG17348	-	Cthe_0772
TAG17360	Tsac_1896	Cthe_0687
TAG17363	-	Cthe_0607
TAG17373	Tsac_0022	Cthe_0902
TAG17374	-	Cthe_1318
TAG17377	Tsac_2478	Cthe_0897
TAG17392	-	Cthe_2690
TAG17410	-	Cthe_0515
TAG17423	-	Cthe_2463
TAG17429	-	Cthe_1048
TAG17430	-	-
TAG17435	-	Cthe_0856
TAG17437	"Tsac_2349,Tsac_0437,Tsac_0503,Tsac_0739"	"Cthe_1286,Cthe_2513"
TAG17439	Tsac_1917	Cthe_0812
TAG17441	-	Cthe_0840
TAG17446	Tsac_1940	Cthe_0847
TAG17450	Tsac_0395	Cthe_0721
TAG17455	-	-
TAG17460	"Tsac_1173,Tsac_2000"	"Cthe_1332,Cthe_2880"
TAG17461	-	Cthe_1341
TAG17473	-	Cthe_0669
TAG17475	"Tsac_0752,Tsac_0949"	"Cthe_2062,Cthe_0667"
TAG17477	Tsac_0618	-
TAG17485	Tsac_2246	-
TAG17486	Tsac_1440	Cthe_0602
TAG17494	Tsac_0573	Cthe_0106
TAG17507	Tsac_1798	Cthe_0483
TAG17510	-	Cthe_0473
TAG17513	-	Cthe_0469
TAG17518	Tsac_1575	Cthe_0445
TAG17520	-	Cthe_0441
TAG17523	-	Cthe_0973
TAG17527	Tsac_0623	-
TAG17537	-	Cthe_1400
TAG17554	-	Cthe_2851
TAG17564	Tsac_0246	-
TAG17569	-	Cthe_3162
TAG17570	Tsac_0627	Cthe_3161
TAG17590	-	Cthe_0369
TAG17611	Tsac_2031	Cthe_0146
TAG17648	-	Cthe_0811
TAG17661	Tsac_0747	Cthe_2402
TAG17716	Tsac_0703	-
TAG17734	-	"Cthe_0051,Cthe_0052"
TAG17745	Tsac_0077	Cthe_3084
TAG17748	Tsac_2558	Cthe_1031
TAG17760	Tsac_2010	"Cthe_1211,Cthe_1412"
TAG17763	Tsac_1273	-
TAG17765	-	Cthe_0739
TAG17771	-	Cthe_0247
TAG17780	Tsac_0689	-
TAG17791	Tsac_0614	Cthe_2143
TAG17814	"Tsac_1483,Tsac_1640"	-
TAG17821	"Tsac_1981,Tsac_0575"	Cthe_3199
TAG17825	Tsac_2112	Cthe_0098
TAG17826	-	Cthe_2320
TAG17831	Tsac_0825	-
TAG17832	-	Cthe_1407
TAG17834	-	Cthe_0060
TAG17836	Tsac_1859	Cthe_0070
TAG17842	Tsac_1599	-
TAG17845	Tsac_1524	Cthe_0961
TAG17847	-	Cthe_2870
TAG17848	Tsac_1943	Cthe_0262
TAG17856	Tsac_1362	Cthe_1261
TAG17859	-	Cthe_2130
TAG17885	-	Cthe_2545
TAG17901	-	Cthe_2813
TAG17931	-	-
TAG17963	-	Cthe_2408
TAG18041	-	Cthe_1679
TAG18042	-	Cthe_1680
TAG18046	-	"fig|203119.11.peg.1704,Cthe_1671"
TAG18049	-	Cthe_2611
TAG18051	-	Cthe_1618
TAG18052	Tsac_2419	"Cthe_1623,Cthe_1713"
TAG18053	-	Cthe_1624
TAG18054	-	Cthe_1625
TAG18055	-	Cthe_1626
TAG18056	-	Cthe_1627
TAG18058	-	Cthe_1629
TAG18061	-	Cthe_1640
TAG18063	-	-
TAG18080	-	Cthe_2702
TAG18091	-	Cthe_0264
TAG18093	-	Cthe_0263
TAG18094	Tsac_0078	Cthe_1855
TAG18096	Tsac_1238	Cthe_1859
TAG18098	Tsac_0773	Cthe_1936
TAG18099	-	Cthe_2409
TAG18101	-	Cthe_2801
TAG18104	Tsac_1143	Cthe_2700
TAG18105	Tsac_1141	-
TAG18110	-	-
TAG18150	-	Cthe_2682
TAG18151	Tsac_0932	Cthe_2681
TAG18155	Tsac_0692	-
TAG18156	Tsac_2328	-
TAG18224	-	Cthe_0068
TAG18226	-	Cthe_2660
TAG18230	-	Cthe_2623
TAG18231	Tsac_0294	Cthe_2622
TAG18252	Tsac_0867	-
TAG18286	Tsac_0998	Cthe_2719
TAG18317	Tsac_0025	Cthe_0504
TAG18332	Tsac_1295	-
TAG18377	-	Cthe_2478
TAG18397	-	Cthe_1768
TAG18402	"Tsac_0189,Tsac_1962,Tsac_2456"	Cthe_2455
TAG18403	Tsac_0993	Cthe_2060
TAG18405	-	Cthe_1767
TAG18409	-	Cthe_2069
TAG18410	Tsac_1315	Cthe_1845
TAG18422	-	Cthe_2514
TAG18440	"Tsac_0009,Tsac_1582,Tsac_1622,Tsac_1636,Tsac_2354,Tsac_0359,Tsac_0442,Tsac_0518,Tsac_0738"	"Cthe_1287,Cthe_1393,Cthe_1409,Cthe_1846,Cthe_2332,Cthe_3068,Cthe_0800"
TAG18447	Tsac_0624	"Cthe_3113,Cthe_3166"
TAG18454	-	Cthe_1788
TAG18465	Tsac_1134	-
TAG18469	-	Cthe_3037
TAG18470	Tsac_0277	-
TAG18471	-	Cthe_2520
TAG18491	-	Cthe_2436
TAG18492	-	Cthe_3168
TAG18497	Tsac_0560	Cthe_2361
TAG18499	Tsac_0986	Cthe_2946
TAG18503	Tsac_2630	Cthe_1955
TAG18504	-	Cthe_1954
TAG18513	Tsac_2562	Cthe_2876
TAG18519	Tsac_2582	Cthe_2885
TAG18521	Tsac_2589	Cthe_2892
TAG18523	Tsac_2588	Cthe_0681
TAG18552	-	Cthe_2419
TAG18556	Tsac_1819	Cthe_0998
TAG18558	Tsac_0683	Cthe_3016
TAG18561	Tsac_2466	Cthe_0984
TAG18563	-	Cthe_1205
TAG18564	-	Cthe_0550
TAG18566	-	Cthe_0552
TAG18568	Tsac_1639	Cthe_0554
TAG18578	Tsac_0537	-
TAG18580	Tsac_2319	Cthe_1494
TAG18584	-	Cthe_1171
TAG18585	-	Cthe_0670
TAG18590	-	Cthe_0964
TAG18591	Tsac_1839	Cthe_1375
TAG18593	Tsac_1691	Cthe_0903
TAG18596	-	Cthe_2191
TAG18613	Tsac_2047	Cthe_1070
TAG18619	-	Cthe_2185
TAG18623	-	Cthe_0804
TAG18624	Tsac_2025	Cthe_0791
TAG18625	Tsac_1842	Cthe_1095
TAG18627	-	Cthe_1094
TAG18629	Tsac_1854	Cthe_1090
TAG18630	Tsac_2002	Cthe_0909
TAG18634	Tsac_2376	-
TAG18658	Tsac_1385	Cthe_0289
TAG18659	-	Cthe_0968
TAG18660	Tsac_1960	Cthe_0855
TAG18661	Tsac_0192	-
TAG18667	Tsac_1844	Cthe_0941
TAG18668	Tsac_1749	Cthe_0937
TAG18674	-	Cthe_1598
TAG18675	Tsac_0784	Cthe_0236
TAG18677	Tsac_0580	-
TAG18684	Tsac_0577	"Cthe_2079,Cthe_0350,Cthe_0764"
TAG18687	Tsac_1768	Cthe_0763
TAG18706	Tsac_0897	-
TAG18710	-	Cthe_0825
TAG18714	Tsac_1011	Cthe_2903
TAG18715	Tsac_1013	Cthe_2905
TAG18716	Tsac_1014	Cthe_2906
TAG18718	-	Cthe_2908
TAG18719	Tsac_1022	Cthe_2914
TAG18721	Tsac_1038	Cthe_2930
TAG18723	"Tsac_2614,Tsac_0520,Tsac_0813"	-
TAG18727	-	Cthe_2259
TAG18729	"Tsac_2137,Tsac_2143"	"Cthe_2744,Cthe_0884"
TAG18791	-	-
TAG18792	Tsac_1430	Cthe_2574
TAG18796	-	Cthe_0751
TAG18797	-	Cthe_0749
TAG18798	-	Cthe_0748
TAG18818	Tsac_2684	"Cthe_2249,Cthe_3190"
TAG18827	-	Cthe_1558
TAG18847	Tsac_2680	Cthe_2245
TAG18856	Tsac_2679	"Cthe_2243,Cthe_2244"
TAG18861	-	-
TAG18868	Tsac_2026	Cthe_0792
TAG18895	Tsac_2361	-
TAG18899	Tsac_1484	-
TAG18964	Tsac_1594	Cthe_1024
TAG18969	Tsac_0815	-
TAG18977	Tsac_1167	Cthe_3160
TAG18979	Tsac_1929	Cthe_0834
TAG18985	Tsac_1889	Cthe_0693
TAG18994	Tsac_2049	Cthe_1072
TAG19042	-	-
TAG19051	Tsac_2819	-
TAG19067	Tsac_1030	Cthe_2922
TAG19070	Tsac_1028	Cthe_2920
TAG19071	Tsac_1025	Cthe_2917
TAG19072	Tsac_1018	Cthe_2910
TAG19074	Tsac_1005	Cthe_2726
TAG19077	"Tsac_2122,Tsac_0297"	"Cthe_2619,Cthe_0088"
TAG19081	Tsac_1560	Cthe_0982
TAG19085	Tsac_0179	Cthe_1053
TAG19087	Tsac_1685	Cthe_0959
TAG19093	Tsac_2001	Cthe_0908
TAG19103	Tsac_1683	-
TAG19104	Tsac_1677	Cthe_2075
TAG19107	Tsac_0067	Cthe_1753
TAG19109	Tsac_0068	Cthe_1754
TAG19110	"Tsac_1067,Tsac_2160,Tsac_2177"	"Cthe_2390,Cthe_2794,Cthe_0614,Cthe_0864"
TAG19111	Tsac_0954	-
TAG19117	Tsac_1935	Cthe_0842
TAG19131	Tsac_1956	Cthe_1105
TAG19178	Tsac_1256	"Cthe_3124,Cthe_0551"
TAG19181	-	-
TAG19187	Tsac_0327	-
TAG19210	Tsac_2101	Cthe_1238
TAG19226	Tsac_1219	Cthe_0354
TAG19244	-	Cthe_0541
TAG19245	Tsac_0684	Cthe_3015
TAG19246	Tsac_0681	-
TAG19257	Tsac_2670	"Cthe_2221,Cthe_2345,Cthe_2644"
TAG19306	Tsac_1069	Cthe_1163
TAG19313	Tsac_2616	Cthe_2426
TAG19326	-	-
TAG19345	Tsac_1233	Cthe_0199
TAG19370	Tsac_2389	-
TAG19385	Tsac_0983	-
TAG19400	Tsac_1149	Cthe_2356
TAG19402	Tsac_1990	"Cthe_1844,Cthe_0719"
TAG19405	Tsac_1363	-
TAG19418	Tsac_0366	Cthe_1923
TAG19423	Tsac_1474	-
TAG19488	-	Cthe_2407
TAG19498	-	-
TAG19542	Tsac_1419	Cthe_2602
TAG19648	-	Cthe_3169
TAG19660	-	-
TAG19661	-	-
TAG19669	Tsac_0814	-
TAG19672	Tsac_0391	Cthe_3203
TAG19680	-	Cthe_2050
TAG19687	Tsac_0056	-
TAG19696	Tsac_2678	Cthe_2242
TAG19705	-	-
TAG19708	Tsac_0774	Cthe_1935
TAG19716	Tsac_0163	-
TAG19723	Tsac_0291	Cthe_1546
TAG19724	Tsac_0232	-
TAG19734	Tsac_1722	Cthe_0570
TAG19744	Tsac_0904	-
TAG19747	Tsac_2572	"Cthe_2688,Cthe_3064"
TAG19748	-	Cthe_2656
TAG19751	Tsac_0015	Cthe_3175
TAG19755	-	Cthe_2391
TAG19769	-	Cthe_2435
TAG19771	Tsac_2131	Cthe_0337
TAG19777	Tsac_1135	Cthe_0103
TAG19783	Tsac_0783	-
TAG19799	-	-
TAG19807	Tsac_2074	-
TAG19824	Tsac_2058	Cthe_1322
TAG19825	Tsac_1558	Cthe_0986
TAG19833	Tsac_1720	Cthe_0568
TAG19850	Tsac_1806	Cthe_0492
TAG19852	Tsac_2461	-
TAG19879	Tsac_0224	-
TAG19880	Tsac_0226	-
TAG19902	Tsac_0988	-
TAG19906	-	Cthe_0035
TAG19907	Tsac_2365	-
TAG19908	Tsac_2550	Cthe_0189
TAG19923	Tsac_2483	Cthe_0140
TAG19935	"Tsac_1204,Tsac_0155,Tsac_0276,Tsac_0494"	Cthe_2442
TAG19941	Tsac_2013	Cthe_0873
TAG19970	Tsac_2266	-
TAG19973	Tsac_2265	-
TAG19980	Tsac_1890	-
TAG19989	Tsac_0633	"Cthe_3108,Cthe_3109"
TAG20008	-	Cthe_1504
TAG20030	-	"Cthe_2392,Cthe_2796"
TAG20105	Tsac_1550	"Cthe_0425,Cthe_0431"
TAG20109	-	Cthe_2263
TAG20117	Tsac_0321	Cthe_2593
TAG20159	Tsac_2651	-
TAG20172	Tsac_0834	-
TAG20177	Tsac_0838	-
TAG20186	-	Cthe_1092
TAG20189	-	Cthe_0945
TAG20196	Tsac_1820	Cthe_0997
TAG20198	Tsac_1902	-
TAG20203	Tsac_1919	Cthe_0814
TAG20210	Tsac_1938	Cthe_0845
TAG20241	"Tsac_2769,Tsac_2785,Tsac_0884"	Cthe_1339
TAG20257	Tsac_2348	-
TAG20302	"Tsac_0135,Tsac_2228,Tsac_2605,Tsac_0273,Tsac_0041,Tsac_0066,Tsac_0088"	"Cthe_1579,Cthe_1752,Cthe_1820,Cthe_2447,Cthe_0391,Cthe_0548"
TAG20314	Tsac_2583	Cthe_1250
TAG20315	-	"Cthe_1513,Cthe_2470"
TAG20329	-	-
TAG20334	Tsac_1390	Cthe_0579
TAG20343	Tsac_0953	-
TAG20351	Tsac_0748	Cthe_2403
TAG20364	Tsac_2172	Cthe_0374
TAG20365	Tsac_2138	Cthe_1007
TAG20370	Tsac_0261	"Cthe_2444,Cthe_2705"
TAG20373	-	Cthe_2097
TAG20375	Tsac_2072	Cthe_0606
TAG20376	Tsac_0675	Cthe_3024
TAG20377	Tsac_0787	Cthe_1554
TAG20378	Tsac_0122	Cthe_1237
TAG20379	Tsac_1944	Cthe_1766
TAG20380	-	Cthe_0164
TAG20381	Tsac_2107	Cthe_0161
TAG20382	Tsac_2108	Cthe_0160
TAG20409	Tsac_0609	-
TAG20443	-	fig|203119.11.peg.2795
TAG20450	Tsac_2363	"Cthe_0599,Cthe_0654"
TAG20463	Tsac_0637	-
TAG20498	Tsac_0991	Cthe_2065
TAG20534	Tsac_0613	Cthe_2144
TAG20535	Tsac_1422	Cthe_2605
TAG20536	Tsac_0319	Cthe_2595
TAG20537	Tsac_0322	Cthe_2428
TAG20566	-	Cthe_1297
TAG20584	-	Cthe_1527
TAG20613	Tsac_2224	-
TAG20629	"Tsac_2625,Tsac_0770"	-
TAG20645	Tsac_2046	Cthe_1069
TAG20672	-	-
TAG20678	Tsac_1874	-
TAG20680	Tsac_0023	Cthe_0901
TAG20731	-	Cthe_2431
TAG20751	Tsac_2615	"Cthe_1798,Cthe_0422"
TAG20753	Tsac_1569	Cthe_0974
TAG20759	Tsac_2006	-
TAG20766	Tsac_1723	Cthe_0571
TAG20767	Tsac_2335	Cthe_0646
TAG20771	Tsac_2559	Cthe_1032
TAG20783	Tsac_1899	Cthe_0124
TAG20828	Tsac_1142	Cthe_2699
TAG20850	Tsac_0142	-
TAG20869	Tsac_1396	-
TAG20885	Tsac_1928	Cthe_1093
TAG20892	-	fig|203119.11.peg.2669
TAG20903	-	Cthe_0641
TAG20904	-	Cthe_0642
TAG20905	Tsac_0821	Cthe_2658
TAG20925	-	Cthe_0540
TAG20947	Tsac_1019	Cthe_2911
TAG20948	Tsac_1491	Cthe_1841
TAG20959	"Tsac_1618,Tsac_0235"	"Cthe_1795,Cthe_0880"
TAG20971	Tsac_2477	Cthe_0896
TAG20974	Tsac_2640	-
TAG20979	-	Cthe_2116
TAG20993	Tsac_2599	-
TAG21005	Tsac_0386	Cthe_2296
TAG21007	Tsac_0392	Cthe_3202
TAG21015	-	Cthe_0041
TAG21034	-	-
TAG21042	Tsac_0552	Cthe_2371
TAG21043	Tsac_0847	-
TAG21064	Tsac_0531	Cthe_2512
TAG21076	Tsac_0356	Cthe_3094
TAG21080	Tsac_0744	Cthe_2655
TAG21084	-	Cthe_1406
TAG21088	Tsac_2484	Cthe_0139
TAG21100	-	Cthe_2334
TAG21111	Tsac_0936	Cthe_2254
TAG21112	-	Cthe_1200
TAG21114	"Tsac_1296,Tsac_2671,Tsac_0599"	"Cthe_1086,Cthe_0186,Cthe_2220,Cthe_0229,Cthe_2645"
TAG21145	Tsac_1828	Cthe_0989
TAG21162	Tsac_1823	Cthe_0995
TAG21176	Tsac_1378	-
TAG21186	Tsac_1964	-
TAG21195	Tsac_1951	-
TAG21209	"Tsac_2569,Tsac_2653"	"Cthe_1557,Cthe_2280"
TAG21233	"Tsac_1308,Tsac_2139"	"Cthe_2413,Cthe_0605"
TAG21236	Tsac_2157	-
TAG21248	Tsac_1479	Cthe_1061
TAG21281	-	-
TAG21315	Tsac_1652	Cthe_2530
TAG21323	Tsac_0249	-
TAG21341	-	-
TAG21394	"Tsac_0046,Tsac_0915"	Cthe_3120
TAG21429	Tsac_1129	-
TAG21450	Tsac_2353	Cthe_2788
TAG21454	Tsac_1312	Cthe_1178
TAG21457	Tsac_1348	-
TAG21458	"Tsac_1344,Tsac_1349,Tsac_1445,Tsac_1457,Tsac_1463,Tsac_0150,Tsac_1510,Tsac_0166,Tsac_0202,Tsac_2090,Tsac_2257,Tsac_2295,Tsac_2303,Tsac_2324,Tsac_0341,Tsac_0496,Tsac_0693,Tsac_0761"	"Cthe_1019,Cthe_2126"
TAG21475	Tsac_0857	-
TAG21493	Tsac_2008	Cthe_1465
TAG21496	Tsac_2169	-
TAG21498	Tsac_1969	-
TAG21501	-	-
TAG21503	Tsac_1968	-
TAG21516	-	-
TAG21523	-	Cthe_1560
TAG21538	Tsac_1109	-
TAG21539	"Tsac_2542,Tsac_0914"	-
TAG21546	Tsac_1830	Cthe_0987
TAG21604	Tsac_0966	Cthe_0053
TAG21608	"Tsac_0111,Tsac_2564"	-
TAG21615	Tsac_2622	Cthe_1775
TAG21620	Tsac_2573	-
TAG21622	Tsac_0390	Cthe_3204
TAG21625	Tsac_1734	-
TAG21632	Tsac_0459	Cthe_1427
TAG21652	Tsac_0030	-
TAG21667	Tsac_1574	Cthe_0444
TAG21703	Tsac_2346	-
TAG21704	-	Cthe_1939
TAG21722	Tsac_1060	Cthe_3089
TAG21732	Tsac_1617	Cthe_2260
TAG21734	Tsac_1307	-
TAG21747	Tsac_1752	Cthe_0935
TAG21757	Tsac_0035	Cthe_0678
TAG21782	-	Cthe_1199
TAG21786	"Tsac_1976,Tsac_2367,Tsac_2491,Tsac_0086"	Cthe_0546
