TAG	Genome_list	1121259.3	1214564.3	1387555.3	1387557.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3
TAG1706	1387555.3	-	-	fig|1387555.3.peg.241	-	-	-	-	-	-	-	-	-
TAG1707	1387555.3	-	-	fig|1387555.3.peg.2410	-	-	-	-	-	-	-	-	-
TAG1708	1387555.3	-	-	fig|1387555.3.peg.2411	-	-	-	-	-	-	-	-	-
TAG1709	1387555.3	-	-	fig|1387555.3.peg.2412	-	-	-	-	-	-	-	-	-
TAG1710	1214564.3;1387555.3;351627.8	-	fig|1214564.3.peg.2283	fig|1387555.3.peg.2416	-	-	fig|351627.8.peg.1296|Csac_1154	-	-	-	-	-	-
TAG1711	1387555.3	-	-	fig|1387555.3.peg.2417	-	-	-	-	-	-	-	-	-
TAG1712	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1657	fig|1214564.3.peg.1577	fig|1387555.3.peg.2418	fig|1387557.3.peg.791	fig|31899.10.peg.977|SAMN05216182_0809	fig|351627.8.peg.880|Csac_0772	fig|608506.3.peg.550|COB47_0491	fig|632292.3.peg.2209|Calhy_2108	fig|632335.8.peg.614|Calkr_0553	fig|632348.3.peg.2201|Calkro_2087	fig|632516.3.peg.2356|CallaDRAFT_2265	fig|632518.3.peg.448|Calow_0401
TAG1713	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1656	fig|1214564.3.peg.1578	fig|1387555.3.peg.2419	fig|1387557.3.peg.790	fig|31899.10.peg.976|SAMN05216182_0808	fig|351627.8.peg.879|Csac_0771	fig|608506.3.peg.549	fig|632292.3.peg.2210|Calhy_2109	fig|632335.8.peg.613|Calkr_0552	fig|632348.3.peg.2202|Calkro_2088	fig|632516.3.peg.2355|CallaDRAFT_2264	fig|632518.3.peg.447|Calow_0400
TAG1714	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1655	fig|1214564.3.peg.1579	fig|1387555.3.peg.2420	fig|1387557.3.peg.789	fig|31899.10.peg.975|SAMN05216182_0807	fig|351627.8.peg.878|Csac_0770	fig|608506.3.peg.548|COB47_0489	fig|632292.3.peg.2211|Calhy_2110	fig|632335.8.peg.612|Calkr_0551	fig|632348.3.peg.2203|Calkro_2089	fig|632516.3.peg.2354|CallaDRAFT_2263	fig|632518.3.peg.446|Calow_0399
TAG1715	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1651	fig|1214564.3.peg.1583	fig|1387555.3.peg.2421	fig|1387557.3.peg.785	fig|31899.10.peg.971|SAMN05216182_0803	fig|351627.8.peg.874|Csac_0766	fig|608506.3.peg.544|COB47_0485	fig|632292.3.peg.2215|Calhy_2114	fig|632335.8.peg.608|Calkr_0547	fig|632348.3.peg.2207|Calkro_2093	fig|632516.3.peg.2350|CallaDRAFT_2259	fig|632518.3.peg.442|Calow_0395
TAG1716	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1650	fig|1214564.3.peg.1584	fig|1387555.3.peg.2422	fig|1387557.3.peg.784	fig|31899.10.peg.970|SAMN05216182_0802	fig|351627.8.peg.873|Csac_0765	fig|608506.3.peg.543|COB47_0484	-	fig|632335.8.peg.607|Calkr_0546	fig|632348.3.peg.2208|Calkro_2094	fig|632516.3.peg.2349|CallaDRAFT_2258	fig|632518.3.peg.441|Calow_0394
TAG1717	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1649	fig|1214564.3.peg.1585	fig|1387555.3.peg.2423	fig|1387557.3.peg.783	fig|31899.10.peg.969|SAMN05216182_0801	fig|351627.8.peg.872|Csac_0764	fig|608506.3.peg.542|COB47_0483	fig|632292.3.peg.2217|Calhy_2116	fig|632335.8.peg.606|Calkr_0545	fig|632348.3.peg.2209|Calkro_2095	fig|632516.3.peg.2348|CallaDRAFT_2257	fig|632518.3.peg.440|Calow_0393
TAG1718	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1647	fig|1214564.3.peg.1587	fig|1387555.3.peg.2425	fig|1387557.3.peg.781	fig|31899.10.peg.967|SAMN05216182_0798	fig|351627.8.peg.870|Csac_0762	fig|608506.3.peg.540|COB47_0481	fig|632292.3.peg.2219|Calhy_2118	fig|632335.8.peg.604|Calkr_0543	fig|632348.3.peg.2211|Calkro_2097	fig|632516.3.peg.2766|CallaDRAFT_2688	fig|632518.3.peg.438|Calow_0391
TAG1719	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1646	fig|1214564.3.peg.1589	fig|1387555.3.peg.2426	fig|1387557.3.peg.780	fig|31899.10.peg.966|SAMN05216182_0797	fig|351627.8.peg.869|Csac_0761	fig|608506.3.peg.539|COB47_0480	fig|632292.3.peg.2220|Calhy_2119	fig|632335.8.peg.602|Calkr_0541	fig|632348.3.peg.2212|Calkro_2098	fig|632516.3.peg.1082|CallaDRAFT_1024	fig|632518.3.peg.437|Calow_0390
TAG1720	1121259.3;1214564.3;1387555.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1641	fig|1214564.3.peg.1594	fig|1387555.3.peg.2431	-	fig|31899.10.peg.961|SAMN05216182_0792	fig|351627.8.peg.864|Csac_0756	fig|608506.3.peg.534|COB47_0475	fig|632292.3.peg.2225|Calhy_2124	fig|632335.8.peg.597|Calkr_0536	fig|632348.3.peg.2217|Calkro_2103	fig|632516.3.peg.1077|CallaDRAFT_1019	fig|632518.3.peg.431|Calow_0385
TAG1721	1387555.3	-	-	fig|1387555.3.peg.2432	-	-	-	-	-	-	-	-	-
TAG1722	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1639	fig|1214564.3.peg.1596	fig|1387555.3.peg.2433	fig|1387557.3.peg.772	fig|31899.10.peg.959|SAMN05216182_0789	fig|351627.8.peg.862|Csac_0754	fig|608506.3.peg.532|COB47_0473	fig|632292.3.peg.2229|Calhy_2127	fig|632335.8.peg.1921|Calkr_1782	fig|632348.3.peg.2219|Calkro_2105	fig|632516.3.peg.1942|CallaDRAFT_1871	fig|632518.3.peg.429|Calow_0383
TAG1723	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1636	fig|1214564.3.peg.1599	fig|1387555.3.peg.2435	fig|1387557.3.peg.769	fig|31899.10.peg.956|SAMN05216182_0786	fig|351627.8.peg.859|Csac_0751	fig|608506.3.peg.529|COB47_0470	fig|632292.3.peg.2232|Calhy_2130	fig|632335.8.peg.1924|Calkr_1785	fig|632348.3.peg.2222|Calkro_2108	fig|632516.3.peg.1939|CallaDRAFT_1868	fig|632518.3.peg.426|Calow_0380
TAG1724	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1634	fig|1214564.3.peg.1786	fig|1387555.3.peg.2437	fig|1387557.3.peg.767	fig|31899.10.peg.954|SAMN05216182_0784	fig|351627.8.peg.2645|Csac_2453	-	fig|632292.3.peg.2234|Calhy_2132	fig|632335.8.peg.1926|Calkr_1787	fig|632348.3.peg.2224|Calkro_2110	fig|632516.3.peg.1937|CallaDRAFT_1866	fig|632518.3.peg.423|Calow_0378
TAG1725	1387555.3	-	-	fig|1387555.3.peg.2439	-	-	-	-	-	-	-	-	-
TAG1726	1387555.3	-	-	fig|1387555.3.peg.244	-	-	-	-	-	-	-	-	-
TAG1727	1121259.3;1214564.3;1387555.3;1387557.3;351627.8;632292.3;632335.8;632348.3;632516.3	fig|1121259.3.peg.1633	fig|1214564.3.peg.1782	fig|1387555.3.peg.2440	fig|1387557.3.peg.764	-	fig|351627.8.peg.2648|Csac_2456	-	fig|632292.3.peg.2235|Calhy_2133	fig|632335.8.peg.1927|Calkr_1788	fig|632348.3.peg.2227|Calkro_2113	fig|632516.3.peg.1936|CallaDRAFT_1865	-
TAG1728	1121259.3;1214564.3;1387555.3;1387557.3;351627.8;632292.3;632335.8;632348.3;632516.3	fig|1121259.3.peg.1629	fig|1214564.3.peg.1778	fig|1387555.3.peg.2444	fig|1387557.3.peg.760	-	fig|351627.8.peg.2653|Csac_2460	-	fig|632292.3.peg.2239|Calhy_2137	fig|632335.8.peg.1931|Calkr_1792	fig|632348.3.peg.2231|Calkro_2117	fig|632516.3.peg.1932|CallaDRAFT_1861	-
TAG1729	1121259.3;1387555.3;1387557.3;351627.8;632292.3;632335.8;632348.3;632516.3	fig|1121259.3.peg.1628	-	fig|1387555.3.peg.2445	fig|1387557.3.peg.759	-	fig|351627.8.peg.2654|Csac_2461	-	fig|632292.3.peg.2240|Calhy_2138	fig|632335.8.peg.1932|Calkr_1793	fig|632348.3.peg.2232|Calkro_2118	fig|632516.3.peg.1931|CallaDRAFT_1860	-
TAG1730	1121259.3;1214564.3;1387555.3;1387557.3;351627.8;632292.3;632335.8;632348.3;632516.3	fig|1121259.3.peg.1627	fig|1214564.3.peg.2158	fig|1387555.3.peg.2446	fig|1387557.3.peg.758	-	fig|351627.8.peg.2655|Csac_2462	-	fig|632292.3.peg.2241|Calhy_2139	fig|632335.8.peg.1933|Calkr_1794	fig|632348.3.peg.2233|Calkro_2119	fig|632516.3.peg.1930|CallaDRAFT_1859	-
TAG1731	1121259.3;1214564.3;1387555.3;1387557.3;351627.8;632292.3;632335.8;632348.3;632516.3	fig|1121259.3.peg.1626	fig|1214564.3.peg.2157	fig|1387555.3.peg.2447	fig|1387557.3.peg.757	-	fig|351627.8.peg.2656|Csac_2463	-	fig|632292.3.peg.2242|Calhy_2140	fig|632335.8.peg.1934|Calkr_1795	fig|632348.3.peg.2234|Calkro_2120	fig|632516.3.peg.1929|CallaDRAFT_1858	-
TAG1732	1121259.3;1214564.3;1387555.3;1387557.3;351627.8;632292.3;632335.8;632348.3;632516.3	fig|1121259.3.peg.1624	fig|1214564.3.peg.2155	fig|1387555.3.peg.2449	fig|1387557.3.peg.755	-	fig|351627.8.peg.2658|Csac_2465	-	fig|632292.3.peg.2246|Calhy_2144	fig|632335.8.peg.1936|Calkr_1797	fig|632348.3.peg.2236|Calkro_2122	fig|632516.3.peg.1927|CallaDRAFT_1856	-
TAG1733	1387555.3	-	-	fig|1387555.3.peg.245	-	-	-	-	-	-	-	-	-
TAG1734	1121259.3;1214564.3;1387555.3;1387557.3;351627.8;632292.3;632335.8;632348.3;632516.3	fig|1121259.3.peg.1623	fig|1214564.3.peg.2154	fig|1387555.3.peg.2450	fig|1387557.3.peg.754	-	fig|351627.8.peg.2659|Csac_2466	-	fig|632292.3.peg.2247|Calhy_2145	fig|632335.8.peg.1937|Calkr_1798	fig|632348.3.peg.2237|Calkro_2123	fig|632516.3.peg.1926|CallaDRAFT_1855	-
TAG1735	1121259.3;1214564.3;1387555.3;1387557.3;351627.8;632292.3;632335.8;632348.3;632516.3	fig|1121259.3.peg.1621	fig|1214564.3.peg.2151	fig|1387555.3.peg.2451	fig|1387557.3.peg.752	-	fig|351627.8.peg.2670|Csac_2476	-	fig|632292.3.peg.2249|Calhy_2146	fig|632335.8.peg.1939|Calkr_1799	fig|632348.3.peg.2238|Calkro_2124	fig|632516.3.peg.1924|CallaDRAFT_1854	-
TAG1736	1214564.3;1387555.3;351627.8	-	fig|1214564.3.peg.2148	fig|1387555.3.peg.2453	-	-	fig|351627.8.peg.2673	-	-	-	-	-	-
TAG1737	1387555.3	-	-	fig|1387555.3.peg.2454	-	-	-	-	-	-	-	-	-
TAG1738	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1616	fig|1214564.3.peg.1605	fig|1387555.3.peg.2456	fig|1387557.3.peg.747	fig|31899.10.peg.949|SAMN05216182_0779	fig|351627.8.peg.854|Csac_0746	fig|608506.3.peg.527|COB47_0468	fig|632292.3.peg.2254|Calhy_2151	fig|632335.8.peg.1944|Calkr_1803	fig|632348.3.peg.2244|Calkro_2129	fig|632516.3.peg.1863|CallaDRAFT_1795	fig|632518.3.peg.417|Calow_0374
TAG1739	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1614	fig|1214564.3.peg.1606	fig|1387555.3.peg.2457	fig|1387557.3.peg.745	fig|31899.10.peg.947|SAMN05216182_0778	fig|351627.8.peg.853|Csac_0745	fig|608506.3.peg.525|COB47_0467	fig|632292.3.peg.2256|Calhy_2152	fig|632335.8.peg.1945|Calkr_1804	fig|632348.3.peg.2245|Calkro_2130	fig|632516.3.peg.1862|CallaDRAFT_1794	fig|632518.3.peg.416|Calow_0373
TAG1740	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632518.3	fig|1121259.3.peg.1613	fig|1214564.3.peg.1607	fig|1387555.3.peg.2458	fig|1387557.3.peg.744	fig|31899.10.peg.946|SAMN05216182_0777	fig|351627.8.peg.852|Csac_0744	fig|608506.3.peg.524|COB47_0466	fig|632292.3.peg.2257|Calhy_2153	fig|632335.8.peg.1946|Calkr_1805	fig|632348.3.peg.2246|Calkro_2131	-	fig|632518.3.peg.415|Calow_0372
TAG1741	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1612	fig|1214564.3.peg.1608	fig|1387555.3.peg.2459	fig|1387557.3.peg.743	fig|31899.10.peg.945|SAMN05216182_0776	fig|351627.8.peg.851|Csac_0743	fig|608506.3.peg.523|COB47_0465	fig|632292.3.peg.2258|Calhy_2154	fig|632335.8.peg.1947|Calkr_1806	fig|632348.3.peg.2247|Calkro_2132	fig|632516.3.peg.1858|CallaDRAFT_1790	fig|632518.3.peg.414|Calow_0371
TAG1742	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1611	fig|1214564.3.peg.1609	fig|1387555.3.peg.2460	fig|1387557.3.peg.742	fig|31899.10.peg.944|SAMN05216182_0775	fig|351627.8.peg.850|Csac_0742	fig|608506.3.peg.522|COB47_0464	fig|632292.3.peg.2259|Calhy_2155	fig|632335.8.peg.1948|Calkr_1807	fig|632348.3.peg.2248|Calkro_2133	fig|632516.3.peg.1857|CallaDRAFT_1789	fig|632518.3.peg.413|Calow_0370
TAG1743	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1610	fig|1214564.3.peg.1610	fig|1387555.3.peg.2461	fig|1387557.3.peg.741	fig|31899.10.peg.943|SAMN05216182_0774	fig|351627.8.peg.849|Csac_0741	fig|608506.3.peg.521|COB47_0463	fig|632292.3.peg.2260|Calhy_2156	fig|632335.8.peg.1949|Calkr_1808	fig|632348.3.peg.2249|Calkro_2134	fig|632516.3.peg.1856|CallaDRAFT_1788	fig|632518.3.peg.412|Calow_0369
TAG1744	1387555.3	-	-	fig|1387555.3.peg.2465	-	-	-	-	-	-	-	-	-
TAG1745	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1601	fig|1214564.3.peg.1754	fig|1387555.3.peg.2468	fig|1387557.3.peg.730	fig|31899.10.peg.936|SAMN05216182_0767	fig|351627.8.peg.1283|Csac_1145	fig|608506.3.peg.513|COB47_0455	fig|632292.3.peg.2269|Calhy_2165	fig|632335.8.peg.1962|Calkr_1818	fig|632348.3.peg.2257|Calkro_2142	fig|632516.3.peg.1847|CallaDRAFT_1780	fig|632518.3.peg.401|Calow_0359
TAG1746	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1600	fig|1214564.3.peg.1755	fig|1387555.3.peg.2469	fig|1387557.3.peg.729	fig|31899.10.peg.935|SAMN05216182_0766	fig|351627.8.peg.1282|Csac_1144	fig|608506.3.peg.512|COB47_0454	fig|632292.3.peg.2270|Calhy_2166	fig|632335.8.peg.1963|Calkr_1819	fig|632348.3.peg.2258|Calkro_2143	fig|632516.3.peg.1846|CallaDRAFT_1779	fig|632518.3.peg.400|Calow_0358
TAG1747	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1598	fig|1214564.3.peg.1757	fig|1387555.3.peg.2471	fig|1387557.3.peg.727	fig|31899.10.peg.933|SAMN05216182_0764	fig|351627.8.peg.1280|Csac_1142	fig|608506.3.peg.510|COB47_0452	fig|632292.3.peg.2272|Calhy_2168	fig|632335.8.peg.1965|Calkr_1821	fig|632348.3.peg.2260|Calkro_2145	fig|632516.3.peg.1844|CallaDRAFT_1777	fig|632518.3.peg.398|Calow_0356
TAG1748	1387555.3	-	-	fig|1387555.3.peg.2476	-	-	-	-	-	-	-	-	-
TAG1749	1387555.3	-	-	fig|1387555.3.peg.2480	-	-	-	-	-	-	-	-	-
TAG1750	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632335.8;632348.3;632516.3;632518.3	"fig|1121259.3.peg.1284,fig|1121259.3.peg.2207"	fig|1214564.3.peg.1399	"fig|1387555.3.peg.2482,fig|1387555.3.peg.62"	"fig|1387557.3.peg.1414,fig|1387557.3.peg.2608,fig|1387557.3.peg.712,fig|1387557.3.peg.715"	"fig|31899.10.peg.1665|SAMN05216182_1458,fig|31899.10.peg.898|SAMN05216182_0739"	"fig|351627.8.peg.1273|Csac_1136,fig|351627.8.peg.1378|Csac_1235"	"fig|608506.3.peg.2109|COB47_1975,fig|608506.3.peg.2111|COB47_1976,fig|608506.3.peg.487|COB47_0435"	-	"fig|632335.8.peg.1989|Calkr_1837,fig|632335.8.peg.436|Calkr_0381,fig|632335.8.peg.440|Calkr_0384"	fig|632348.3.peg.2271|Calkro_2157	"fig|632516.3.peg.2506|CallaDRAFT_2410,fig|632516.3.peg.698|CallaDRAFT_0675"	"fig|632518.3.peg.2002|Calow_1883,fig|632518.3.peg.383|Calow_0341"
TAG1751	1387555.3;351627.8;632516.3	-	-	fig|1387555.3.peg.2485	-	-	fig|351627.8.peg.1269|Csac_1130	-	-	-	-	fig|632516.3.peg.2502|CallaDRAFT_2408	-
TAG1752	1387555.3;351627.8	-	-	fig|1387555.3.peg.2486	-	-	fig|351627.8.peg.1268|Csac_1129	-	-	-	-	-	-
TAG1753	1387555.3;351627.8	-	-	fig|1387555.3.peg.2487	-	-	fig|351627.8.peg.1267|Csac_1128	-	-	-	-	-	-
TAG1754	1387555.3	-	-	fig|1387555.3.peg.2488	-	-	-	-	-	-	-	-	-
TAG1755	1387555.3	-	-	fig|1387555.3.peg.2489	-	-	-	-	-	-	-	-	-
TAG1756	1387555.3;351627.8;632516.3	-	-	fig|1387555.3.peg.2490	-	-	fig|351627.8.peg.1266|Csac_1127	-	-	-	-	fig|632516.3.peg.2299|CallaDRAFT_2216	-
TAG1757	1387555.3;351627.8;632516.3	-	-	fig|1387555.3.peg.2491	-	-	fig|351627.8.peg.1265|Csac_1126	-	-	-	-	fig|632516.3.peg.2298|CallaDRAFT_2215	-
TAG1758	1387555.3	-	-	fig|1387555.3.peg.2492	-	-	-	-	-	-	-	-	-
TAG1759	1387555.3	-	-	fig|1387555.3.peg.2493	-	-	-	-	-	-	-	-	-
TAG1760	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.2205	fig|1214564.3.peg.303	fig|1387555.3.peg.2494	fig|1387557.3.peg.709	fig|31899.10.peg.895|SAMN05216182_0737	fig|351627.8.peg.1263|Csac_1124	fig|608506.3.peg.486|COB47_0434	fig|632292.3.peg.2279|Calhy_2175	fig|632335.8.peg.1991|Calkr_1839	fig|632348.3.peg.2273|Calkro_2159	fig|632516.3.peg.2296|CallaDRAFT_2212	fig|632518.3.peg.381|Calow_0338
TAG1761	1387555.3	-	-	fig|1387555.3.peg.2496	-	-	-	-	-	-	-	-	-
TAG1762	1387555.3	-	-	fig|1387555.3.peg.2499	-	-	-	-	-	-	-	-	-
TAG1763	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.2202	fig|1214564.3.peg.309	fig|1387555.3.peg.2500	fig|1387557.3.peg.690	fig|31899.10.peg.889|SAMN05216182_0732	fig|351627.8.peg.1258|Csac_1119	fig|608506.3.peg.481|COB47_0429	fig|632292.3.peg.2283|Calhy_2179	fig|632335.8.peg.1995|Calkr_1842	fig|632348.3.peg.2279|Calkro_2164	fig|632516.3.peg.2293|CallaDRAFT_2209	fig|632518.3.peg.377|Calow_0334
TAG1764	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.2201	fig|1214564.3.peg.310	fig|1387555.3.peg.2501	fig|1387557.3.peg.689	fig|31899.10.peg.888|SAMN05216182_0731	fig|351627.8.peg.1257|Csac_1118	fig|608506.3.peg.480|COB47_0428	fig|632292.3.peg.2286|Calhy_2183	fig|632335.8.peg.1996|Calkr_1843	fig|632348.3.peg.2280|Calkro_2165	fig|632516.3.peg.2292|CallaDRAFT_2208	fig|632518.3.peg.376|Calow_0333
TAG1765	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.2187	fig|1214564.3.peg.329	fig|1387555.3.peg.2505	fig|1387557.3.peg.672	fig|31899.10.peg.883|SAMN05216182_0726	fig|351627.8.peg.1231|Csac_1095	fig|608506.3.peg.473|COB47_0423	fig|632292.3.peg.2309|Calhy_2204	fig|632335.8.peg.2379|Calkr_2198	fig|632348.3.peg.2285|Calkro_2170	fig|632516.3.peg.1335|CallaDRAFT_1275	fig|632518.3.peg.349|Calow_0312
TAG1766	1387555.3	-	-	fig|1387555.3.peg.2506	-	-	-	-	-	-	-	-	-
TAG1767	1387555.3	-	-	fig|1387555.3.peg.2507	-	-	-	-	-	-	-	-	-
TAG1768	1387555.3	-	-	fig|1387555.3.peg.2508	-	-	-	-	-	-	-	-	-
TAG1769	1387555.3	-	-	fig|1387555.3.peg.2509	-	-	-	-	-	-	-	-	-
TAG1770	1214564.3;1387555.3;1387557.3;351627.8	-	fig|1214564.3.peg.264	fig|1387555.3.peg.251	fig|1387557.3.peg.503	-	fig|351627.8.peg.171|Csac_0142	-	-	-	-	-	-
TAG1771	1387555.3	-	-	fig|1387555.3.peg.2510	-	-	-	-	-	-	-	-	-
TAG1772	1387555.3	-	-	fig|1387555.3.peg.2511	-	-	-	-	-	-	-	-	-
TAG1773	1387555.3	-	-	fig|1387555.3.peg.2512	-	-	-	-	-	-	-	-	-
TAG1774	1387555.3	-	-	fig|1387555.3.peg.2513	-	-	-	-	-	-	-	-	-
TAG1775	1214564.3;1387555.3;351627.8	-	fig|1214564.3.peg.844	fig|1387555.3.peg.2514	-	-	fig|351627.8.peg.962|Csac_0849	-	-	-	-	-	-
TAG1776	1387555.3;632335.8	-	-	fig|1387555.3.peg.2515	-	-	-	-	-	fig|632335.8.peg.1026	-	-	-
TAG1777	1387555.3	-	-	fig|1387555.3.peg.2516	-	-	-	-	-	-	-	-	-
TAG1778	1387555.3	-	-	fig|1387555.3.peg.2517	-	-	-	-	-	-	-	-	-
TAG1779	1387555.3	-	-	fig|1387555.3.peg.2518	-	-	-	-	-	-	-	-	-
TAG1780	1121259.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.2185	-	fig|1387555.3.peg.2519	fig|1387557.3.peg.670	fig|31899.10.peg.882|SAMN05216182_0724	fig|351627.8.peg.1229|Csac_1093	fig|608506.3.peg.467|COB47_0417	fig|632292.3.peg.2311|Calhy_2206	fig|632335.8.peg.2385|Calkr_2203	fig|632348.3.peg.2287|Calkro_2172	fig|632516.3.peg.1331|CallaDRAFT_1271	fig|632518.3.peg.331|Calow_0300
TAG1781	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1378	fig|1214564.3.peg.265	fig|1387555.3.peg.252	fig|1387557.3.peg.502	fig|31899.10.peg.2927|SAMN05216182_2674	fig|351627.8.peg.170|Csac_0141	fig|608506.3.peg.2278|COB47_2121	fig|632292.3.peg.198	fig|632335.8.peg.2576|Calkr_2377	fig|632348.3.peg.212|Calkro_0200	fig|632516.3.peg.935|CallaDRAFT_0887	fig|632518.3.peg.2226|Calow_2080
TAG1782	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.2183	fig|1214564.3.peg.2422	fig|1387555.3.peg.2521	fig|1387557.3.peg.667	fig|31899.10.peg.880|SAMN05216182_0722	fig|351627.8.peg.1227|Csac_1091	fig|608506.3.peg.465|COB47_0415	fig|632292.3.peg.2313|Calhy_2208	fig|632335.8.peg.2387|Calkr_2205	fig|632348.3.peg.2289|Calkro_2174	fig|632516.3.peg.1329|CallaDRAFT_1269	fig|632518.3.peg.329|Calow_0298
TAG1783	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.2182	fig|1214564.3.peg.2421	fig|1387555.3.peg.2522	fig|1387557.3.peg.666	fig|31899.10.peg.879|SAMN05216182_0721	fig|351627.8.peg.1226|Csac_1090	fig|608506.3.peg.464|COB47_0414	fig|632292.3.peg.2314|Calhy_2209	fig|632335.8.peg.2388|Calkr_2206	fig|632348.3.peg.2290|Calkro_2175	fig|632516.3.peg.1328|CallaDRAFT_1268	fig|632518.3.peg.328|Calow_0297
TAG1784	1387555.3	-	-	fig|1387555.3.peg.2527	-	-	-	-	-	-	-	-	-
TAG1785	1387555.3	-	-	fig|1387555.3.peg.2528	-	-	-	-	-	-	-	-	-
TAG1786	1387555.3	-	-	fig|1387555.3.peg.2529	-	-	-	-	-	-	-	-	-
TAG1787	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1379	fig|1214564.3.peg.266	fig|1387555.3.peg.253	fig|1387557.3.peg.501	fig|31899.10.peg.2928|SAMN05216182_2675	fig|351627.8.peg.169|Csac_0140	fig|608506.3.peg.2279|COB47_2122	fig|632292.3.peg.195|Calhy_0176	fig|632335.8.peg.2577|Calkr_2378	fig|632348.3.peg.211|Calkro_0199	fig|632516.3.peg.934|CallaDRAFT_0886	fig|632518.3.peg.2227|Calow_2081
