fig|31899.10.peg.70|SAMN05216182_0004	WP_015908853.1	ATHE_RS12780	Athe_2535
fig|31899.10.peg.1286|SAMN05216182_1098	WP_015907369.1	ATHE_RS04135	Athe_0826
fig|31899.10.peg.1287|SAMN05216182_1099	WP_015907370.1	ATHE_RS04140	Athe_0827
fig|31899.10.peg.1288|SAMN05216182_1100	WP_015907371.1	ATHE_RS04145	Athe_0828
fig|31899.10.peg.1289|SAMN05216182_1101	WP_041727351.1	ATHE_RS04150	Athe_0829
fig|31899.10.peg.1290|SAMN05216182_1102	WP_015907373.1	ATHE_RS04155	Athe_0830
fig|31899.10.peg.1291|SAMN05216182_1103	WP_015907374.1	ATHE_RS04160	Athe_0831
fig|31899.10.peg.1292|SAMN05216182_1104	WP_015907375.1	ATHE_RS04165	Athe_0832
fig|31899.10.peg.1293|SAMN05216182_1105	WP_015907376.1	ATHE_RS04170	Athe_0833
fig|31899.10.peg.1294|SAMN05216182_1106	WP_015907377.1	ATHE_RS04175	Athe_0834
fig|31899.10.peg.1295|SAMN05216182_1107	WP_015907378.1	ATHE_RS04180	Athe_0835
fig|31899.10.peg.1296|SAMN05216182_1108	WP_015907379.1	ATHE_RS04185	Athe_0836
fig|31899.10.peg.1297|SAMN05216182_1109	WP_015907380.1	ATHE_RS04190	Athe_0837
fig|31899.10.peg.1298|SAMN05216182_1110	WP_015907381.1	ATHE_RS04195	Athe_0838
fig|31899.10.peg.1299|SAMN05216182_1111	WP_015907382.1	ATHE_RS04200	Athe_0839
fig|31899.10.peg.1300|SAMN05216182_1112	WP_015907383.1	ATHE_RS04205	Athe_0840
fig|31899.10.peg.1301|SAMN05216182_1113	WP_015907384.1	ATHE_RS04210	Athe_0841
fig|31899.10.peg.1302|SAMN05216182_1114	WP_015907385.1	ATHE_RS04215	Athe_0842
fig|31899.10.peg.1303|SAMN05216182_1115	WP_015907386.1	ATHE_RS04220	Athe_0843
fig|31899.10.peg.1304|SAMN05216182_1116	WP_015907387.1	ATHE_RS04225	Athe_0844
fig|31899.10.peg.1305|SAMN05216182_1117	WP_015907388.1	ATHE_RS04230	Athe_0845
fig|31899.10.peg.1306|SAMN05216182_1118	WP_015907389.1	ATHE_RS04235	Athe_0846
fig|31899.10.peg.1307|SAMN05216182_1119	WP_015907390.1	ATHE_RS04240	Athe_0847
fig|31899.10.peg.1308|SAMN05216182_1120	WP_015907391.1	ATHE_RS04245	Athe_0848
fig|31899.10.peg.1309|SAMN05216182_1121	WP_015907392.1	ATHE_RS04250	Athe_0849
fig|31899.10.peg.1310|SAMN05216182_1122	WP_015907393.1	ATHE_RS04255	Athe_0850
fig|31899.10.peg.1311|SAMN05216182_1123	WP_013430735.1	ATHE_RS04260	Athe_0851
fig|31899.10.peg.1312|SAMN05216182_1124	WP_015907394.1	ATHE_RS04265	Athe_0852
fig|31899.10.peg.1313|SAMN05216182_1125	WP_015907395.1	ATHE_RS04270	Athe_0853
fig|31899.10.peg.1314|SAMN05216182_1126	WP_015907396.1	ATHE_RS04275	Athe_0854
fig|31899.10.peg.1315|SAMN05216182_1127	WP_015907397.1	ATHE_RS04280	Athe_0855
fig|31899.10.peg.1316|SAMN05216182_1128	WP_015907398.1	ATHE_RS04285	Athe_0856
fig|31899.10.peg.1318|SAMN05216182_1130	WP_041727097.1	ATHE_RS04295	NA
fig|31899.10.peg.1319|SAMN05216182_1131	WP_041727099.1	ATHE_RS04300	NA
fig|31899.10.peg.1320|SAMN05216182_1132	WP_015907400.1	ATHE_RS04305	Athe_0859
fig|31899.10.peg.1321|SAMN05216182_1133	WP_015907401.1	ATHE_RS04310	Athe_0860
fig|31899.10.peg.1322|SAMN05216182_1134	WP_015907402.1	ATHE_RS04315	Athe_0861
fig|31899.10.peg.1324|SAMN05216182_1136	WP_015907403.1	ATHE_RS09670	Athe_1928
fig|31899.10.peg.1329|SAMN05216182_1141	WP_015907405.1	ATHE_RS04350	Athe_0867
fig|31899.10.peg.1330|SAMN05216182_1142	WP_015907406.1	ATHE_RS04355	Athe_0868
fig|31899.10.peg.1333|SAMN05216182_1145	WP_015907407.1	ATHE_RS04365	Athe_0870
fig|31899.10.peg.1334|SAMN05216182_1146	WP_015907408.1	ATHE_RS04370	Athe_0871
fig|31899.10.peg.1335|SAMN05216182_1148	WP_015907409.1	ATHE_RS04380	Athe_0872
fig|31899.10.peg.1336|SAMN05216182_1149	WP_015907410.1	ATHE_RS04385	Athe_0873
fig|31899.10.peg.1337|SAMN05216182_1150	WP_015907411.1	ATHE_RS04390	Athe_0874
fig|31899.10.peg.1338|SAMN05216182_1151	WP_013290123.1	ATHE_RS04395	Athe_0875
fig|31899.10.peg.1339|SAMN05216182_1152	WP_015907412.1	ATHE_RS04400	Athe_0876
fig|31899.10.peg.1340|SAMN05216182_1153	WP_015907413.1	ATHE_RS04405	Athe_0877
fig|31899.10.peg.1341|SAMN05216182_1154	WP_015907414.1	ATHE_RS04410	Athe_0878
fig|31899.10.peg.1342|SAMN05216182_1155	WP_041727355.1	ATHE_RS04415	Athe_0879
fig|31899.10.peg.1343|SAMN05216182_1156	WP_015907416.1	ATHE_RS04420	Athe_0880
fig|31899.10.peg.1344|SAMN05216182_1157	WP_015907417.1	ATHE_RS04425	Athe_0881
fig|31899.10.peg.1345|SAMN05216182_1158	WP_015907418.1	ATHE_RS04430	Athe_0882
fig|31899.10.peg.1347|SAMN05216182_1160	WP_015907420.1	ATHE_RS04440	Athe_0884
fig|31899.10.peg.1348|SAMN05216182_1161	WP_015907421.1	ATHE_RS04445	Athe_0885
fig|31899.10.peg.1349|SAMN05216182_1162	WP_015907422.1	ATHE_RS04450	Athe_0886
fig|31899.10.peg.1351|SAMN05216182_1164	WP_015907423.1	ATHE_RS04460	Athe_0887
fig|31899.10.peg.1353|SAMN05216182_1165	WP_015907425.1	ATHE_RS04465	Athe_0889
fig|31899.10.peg.1354|SAMN05216182_1166	WP_015907426.1	ATHE_RS04470	Athe_0890
fig|31899.10.peg.1355|SAMN05216182_1167	WP_015907427.1	ATHE_RS04475	Athe_0891
fig|31899.10.peg.1356|SAMN05216182_1168	WP_015906731.1	ATHE_RS13960	Athe_2764
fig|31899.10.peg.1358|SAMN05216182_1170	WP_041727102.1	ATHE_RS04490	NA
fig|31899.10.peg.1359|SAMN05216182_1171	WP_015907429.1	ATHE_RS04495	Athe_0894
fig|31899.10.peg.1360|SAMN05216182_1172	WP_014042880.1	ATHE_RS04500	Athe_0895
fig|31899.10.peg.1361|SAMN05216182_1173	WP_015907430.1	ATHE_RS04505	Athe_0896
fig|31899.10.peg.1365|SAMN05216182_1176	WP_015907431.1	ATHE_RS04520	Athe_0899
fig|31899.10.peg.1366|SAMN05216182_1177	WP_015907432.1	ATHE_RS04525	Athe_0900
fig|31899.10.peg.1370|SAMN05216182_1180	WP_015907434.1	ATHE_RS14265	Athe_0903
fig|31899.10.peg.1371|SAMN05216182_1181	WP_015907435.1	ATHE_RS04535	Athe_0904
fig|31899.10.peg.1375	WP_041727108.1	ATHE_RS04555	NA
fig|31899.10.peg.1376|SAMN05216182_1185	WP_015907437.1	ATHE_RS04560	Athe_0908
fig|31899.10.peg.1377|SAMN05216182_1186	WP_015907438.1	ATHE_RS04565	Athe_0909
fig|31899.10.peg.1378|SAMN05216182_1187	WP_015907439.1	ATHE_RS04570	Athe_0910
fig|31899.10.peg.1379|SAMN05216182_1188	WP_015907440.1	ATHE_RS04575	Athe_0911
fig|31899.10.peg.1380|SAMN05216182_1189	WP_015907441.1	ATHE_RS04580	Athe_0912
fig|31899.10.peg.1386|SAMN05216182_1194	WP_015907446.1	ATHE_RS04605	Athe_0917
fig|31899.10.peg.1390|SAMN05216182_1196	WP_041727110.1	ATHE_RS04615	Athe_0920
fig|31899.10.peg.1392|SAMN05216182_1198	WP_015907451.1	ATHE_RS04625	Athe_0922
fig|31899.10.peg.1394	WP_015907453.1	ATHE_RS04635	Athe_0924
fig|31899.10.peg.1396|SAMN05216182_1201	WP_015907455.1	ATHE_RS04645	Athe_0926
fig|31899.10.peg.1397|SAMN05216182_1202	WP_015907456.1	ATHE_RS04650	Athe_0927
fig|31899.10.peg.1398|SAMN05216182_1203	WP_015907457.1	ATHE_RS04655	Athe_0928
fig|31899.10.peg.1400|SAMN05216182_1205	WP_015907458.1	ATHE_RS04660	Athe_0930
fig|31899.10.peg.1401|SAMN05216182_1206	WP_015907459.1	ATHE_RS04665	Athe_0931
fig|31899.10.peg.1402|SAMN05216182_1207	WP_015907460.1	ATHE_RS04670	Athe_0932
fig|31899.10.peg.1403|SAMN05216182_1208	WP_013430681.1	ATHE_RS04675	Athe_0933
fig|31899.10.peg.1404|SAMN05216182_1209	WP_015907461.1	ATHE_RS04680	Athe_0934
fig|31899.10.peg.1405|SAMN05216182_1210	WP_015907462.1	ATHE_RS04685	Athe_0935
fig|31899.10.peg.1406|SAMN05216182_1211	WP_015907463.1	ATHE_RS04690	Athe_0936
fig|31899.10.peg.1407|SAMN05216182_1212	WP_015907464.1	ATHE_RS04695	Athe_0937
fig|31899.10.peg.1408|SAMN05216182_1213	WP_015907465.1	ATHE_RS04700	Athe_0938
fig|31899.10.peg.1409|SAMN05216182_1214	WP_015907466.1	ATHE_RS04705	Athe_0939
fig|31899.10.peg.1410|SAMN05216182_1215	WP_015907467.1	ATHE_RS04710	Athe_0940
fig|31899.10.peg.1411|SAMN05216182_1216	WP_015907468.1	ATHE_RS04715	Athe_0941
fig|31899.10.peg.1412|SAMN05216182_1217	WP_015907469.1	ATHE_RS04720	Athe_0942
fig|31899.10.peg.1413|SAMN05216182_1218	WP_015907470.1	ATHE_RS04725	Athe_0943
fig|31899.10.peg.1414	WP_015907471.1	ATHE_RS04730	Athe_0944
fig|31899.10.peg.1421|SAMN05216182_1222	WP_015907473.1	ATHE_RS04740	Athe_0947
fig|31899.10.peg.1422|SAMN05216182_1223	WP_015907474.1	ATHE_RS04745	Athe_0948
fig|31899.10.peg.1423|SAMN05216182_1224	WP_015907475.1	ATHE_RS04750	Athe_0949
fig|31899.10.peg.1425|SAMN05216182_1225	WP_015907476.1	ATHE_RS04755	NA
fig|31899.10.peg.1428|SAMN05216182_1228	WP_015907478.1	ATHE_RS04765	Athe_0952
fig|31899.10.peg.1429|SAMN05216182_1229	WP_015907479.1	ATHE_RS04770	Athe_0953
fig|31899.10.peg.1430|SAMN05216182_1230	WP_015907480.1	ATHE_RS04775	Athe_0954
fig|31899.10.peg.1431|SAMN05216182_1231	WP_015907481.1	ATHE_RS04780	Athe_0955
fig|31899.10.peg.1432|SAMN05216182_1232	WP_015907482.1	ATHE_RS04785	Athe_0956
fig|31899.10.peg.1434|SAMN05216182_1233	WP_015907483.1	ATHE_RS04790	Athe_0957
fig|31899.10.peg.1437|SAMN05216182_1236	WP_015907484.1	ATHE_RS04800	Athe_0959
fig|31899.10.peg.1438|SAMN05216182_1237	WP_015907485.1	ATHE_RS04805	Athe_0960
fig|31899.10.peg.1439|SAMN05216182_1238	WP_015907486.1	ATHE_RS04810	Athe_0961
fig|31899.10.peg.1440|SAMN05216182_1239	WP_015907487.1	ATHE_RS04815	Athe_0962
fig|31899.10.peg.1441|SAMN05216182_1240	WP_015907488.1	ATHE_RS04820	Athe_0963
fig|31899.10.peg.1442|SAMN05216182_1241	WP_015907489.1	ATHE_RS04825	Athe_0964
fig|31899.10.peg.1443|SAMN05216182_1242	WP_015907490.1	ATHE_RS04830	Athe_0965
fig|31899.10.peg.1444|SAMN05216182_1243	WP_015907491.1	ATHE_RS04835	Athe_0966
fig|31899.10.peg.1445|SAMN05216182_1244	WP_015907492.1	ATHE_RS04840	Athe_0967
fig|31899.10.peg.1446|SAMN05216182_1245	WP_013290832.1	ATHE_RS04845	Athe_0968
fig|31899.10.peg.1447|SAMN05216182_1246	WP_013290831.1	ATHE_RS04850	Athe_0969
fig|31899.10.peg.1448|SAMN05216182_1247	WP_013403633.1	ATHE_RS04855	Athe_0970
fig|31899.10.peg.1451|SAMN05216182_1249	WP_013430653.1	ATHE_RS04865	Athe_0972
fig|31899.10.peg.1452|SAMN05216182_1250	WP_015907493.1	ATHE_RS04870	Athe_0973
fig|31899.10.peg.1453|SAMN05216182_1251	WP_015907494.1	ATHE_RS04875	Athe_0974
fig|31899.10.peg.1454|SAMN05216182_1252	WP_015907495.1	ATHE_RS04880	Athe_0975
fig|31899.10.peg.1455|SAMN05216182_1253	WP_015907496.1	ATHE_RS04885	Athe_0976
fig|31899.10.peg.1456|SAMN05216182_1254	WP_015907497.1	ATHE_RS04890	Athe_0977
fig|31899.10.peg.1457|SAMN05216182_1255	WP_015907498.1	ATHE_RS04895	Athe_0978
fig|31899.10.peg.1458|SAMN05216182_1256	WP_015907499.1	ATHE_RS04900	Athe_0979
fig|31899.10.peg.1459|SAMN05216182_1257	WP_015907500.1	ATHE_RS04905	Athe_0980
fig|31899.10.peg.1462|SAMN05216182_1260	WP_015907502.1	ATHE_RS04920	Athe_0983
fig|31899.10.peg.1463|SAMN05216182_1261	WP_013403620.1	ATHE_RS04925	Athe_0984
fig|31899.10.peg.1464|SAMN05216182_1262	WP_015907503.1	ATHE_RS04930	Athe_0985
fig|31899.10.peg.1465|SAMN05216182_1263	WP_015907504.1	ATHE_RS04935	Athe_0986
fig|31899.10.peg.1466|SAMN05216182_1264	WP_015907505.1	ATHE_RS04940	Athe_0987
fig|31899.10.peg.1467|SAMN05216182_1265	WP_013430636.1	ATHE_RS04945	Athe_0988
fig|31899.10.peg.1468|SAMN05216182_1266	WP_015907506.1	ATHE_RS04950	Athe_0989
fig|31899.10.peg.1469|SAMN05216182_1267	WP_015907507.1	ATHE_RS04955	Athe_0990
fig|31899.10.peg.1471|SAMN05216182_1269	WP_015907509.1	ATHE_RS04965	Athe_0992
fig|31899.10.peg.1472|SAMN05216182_1270	WP_015907510.1	ATHE_RS04970	Athe_0993
fig|31899.10.peg.1473|SAMN05216182_1271	WP_041727112.1	ATHE_RS04975	Athe_0994
fig|31899.10.peg.1474|SAMN05216182_1272	WP_015907512.1	ATHE_RS04980	Athe_0995
fig|31899.10.peg.1475|SAMN05216182_1273	WP_015907513.1	ATHE_RS04985	Athe_0996
fig|31899.10.peg.1476|SAMN05216182_1274	WP_015907514.1	ATHE_RS04990	Athe_0997
fig|31899.10.peg.1477|SAMN05216182_1275	WP_013411746.1	ATHE_RS04995	Athe_0998
fig|31899.10.peg.1478|SAMN05216182_1276	WP_015907515.1	ATHE_RS05000	Athe_0999
fig|31899.10.peg.1479|SAMN05216182_1277	WP_013403605.1	ATHE_RS05005	Athe_1000
fig|31899.10.peg.1481|SAMN05216182_1279	WP_015907517.1	ATHE_RS05015	Athe_1002
fig|31899.10.peg.1482|SAMN05216182_1280	WP_015907518.1	ATHE_RS05020	Athe_1003
fig|31899.10.peg.1483|SAMN05216182_1281	WP_015907519.1	ATHE_RS05025	Athe_1004
fig|31899.10.peg.1485|SAMN05216182_1283	WP_015907520.1	ATHE_RS05030	Athe_1005
fig|31899.10.peg.1486|SAMN05216182_1284	WP_015907521.1	ATHE_RS05035	Athe_1006
fig|31899.10.peg.1487|SAMN05216182_1285	WP_015907522.1	ATHE_RS05040	Athe_1007
fig|31899.10.peg.1488|SAMN05216182_1286	WP_015907523.1	ATHE_RS05045	Athe_1008
fig|31899.10.peg.1489|SAMN05216182_1287	WP_015907524.1	ATHE_RS05050	Athe_1009
fig|31899.10.peg.1490|SAMN05216182_1288	WP_015907525.1	ATHE_RS05055	Athe_1010
fig|31899.10.peg.1491|SAMN05216182_1289	WP_015907526.1	ATHE_RS05060	Athe_1011
fig|31899.10.peg.1492|SAMN05216182_1290	WP_041727114.1	ATHE_RS05065	Athe_1012
fig|31899.10.peg.1493|SAMN05216182_1291	WP_015907528.1	ATHE_RS05070	Athe_1013
fig|31899.10.peg.1494|SAMN05216182_1292	WP_015907529.1	ATHE_RS05075	Athe_1014
fig|31899.10.peg.1495|SAMN05216182_1293	WP_015907530.1	ATHE_RS05080	Athe_1015
fig|31899.10.peg.1496|SAMN05216182_1294	WP_015907531.1	ATHE_RS05085	Athe_1016
fig|31899.10.peg.1497|SAMN05216182_1295	WP_015907532.1	ATHE_RS05090	Athe_1017
fig|31899.10.peg.1499|SAMN05216182_1296	WP_015907533.1	ATHE_RS05095	Athe_1018
fig|31899.10.peg.1500|SAMN05216182_1297	WP_015907534.1	ATHE_RS05100	Athe_1019
fig|31899.10.peg.1501|SAMN05216182_1298	WP_015907535.1	ATHE_RS05105	Athe_1020
fig|31899.10.peg.1502|SAMN05216182_1299	WP_015907536.1	ATHE_RS05110	Athe_1021
fig|31899.10.peg.1503|SAMN05216182_1300	WP_015907537.1	ATHE_RS05115	Athe_1022
fig|31899.10.peg.1505|SAMN05216182_1302	WP_041727364.1	ATHE_RS05120	Athe_1024
fig|31899.10.peg.1506|SAMN05216182_1303	WP_015907540.1	ATHE_RS05125	Athe_1025
fig|31899.10.peg.1507|SAMN05216182_1304	WP_015907541.1	ATHE_RS05130	Athe_1026
fig|31899.10.peg.1509|SAMN05216182_1306	WP_015907543.1	ATHE_RS05140	Athe_1028
fig|31899.10.peg.1510|SAMN05216182_1307	WP_015907544.1	ATHE_RS05145	Athe_1029
fig|31899.10.peg.1511|SAMN05216182_1309	WP_041727117.1	ATHE_RS05155	Athe_1030
fig|31899.10.peg.1512|SAMN05216182_1310	WP_015907546.1	ATHE_RS05160	Athe_1031
fig|31899.10.peg.1513|SAMN05216182_1311	WP_015907547.1	ATHE_RS05165	Athe_1032
fig|31899.10.peg.1514|SAMN05216182_1312	WP_015907548.1	ATHE_RS05170	Athe_1033
fig|31899.10.peg.1515|SAMN05216182_1313	WP_013403578.1	ATHE_RS05175	Athe_1034
fig|31899.10.peg.1516|SAMN05216182_1314	WP_015907549.1	ATHE_RS05180	Athe_1035
fig|31899.10.peg.1517|SAMN05216182_1315	WP_013403576.1	ATHE_RS05185	Athe_1036
fig|31899.10.peg.1518|SAMN05216182_1316	WP_015907550.1	ATHE_RS05190	Athe_1037
fig|31899.10.peg.1519|SAMN05216182_1317	WP_015907551.1	ATHE_RS05195	Athe_1038
fig|31899.10.peg.1520|SAMN05216182_1318	WP_015907552.1	ATHE_RS05200	Athe_1039
fig|31899.10.peg.1522|SAMN05216182_1320	WP_015907554.1	ATHE_RS05210	Athe_1041
fig|31899.10.peg.1524|SAMN05216182_1322	WP_015907556.1	ATHE_RS05220	Athe_1043
fig|31899.10.peg.1525|SAMN05216182_1323	WP_015907557.1	ATHE_RS05225	Athe_1044
fig|31899.10.peg.1526|SAMN05216182_1324	WP_015907558.1	ATHE_RS05230	Athe_1045
fig|31899.10.peg.1527|SAMN05216182_1325	WP_015907559.1	ATHE_RS05235	Athe_1046
fig|31899.10.peg.1528|SAMN05216182_1326	WP_015907560.1	ATHE_RS05240	Athe_1047
fig|31899.10.peg.1529|SAMN05216182_1327	WP_015907561.1	ATHE_RS05245	Athe_1048
fig|31899.10.peg.1530|SAMN05216182_1328	WP_015907562.1	ATHE_RS05250	Athe_1049
fig|31899.10.peg.1531|SAMN05216182_1329	WP_041727120.1	ATHE_RS05255	Athe_1050
fig|31899.10.peg.1532|SAMN05216182_1330	WP_015907564.1	ATHE_RS05260	Athe_1051
fig|31899.10.peg.1533|SAMN05216182_1331	WP_015907565.1	ATHE_RS05265	Athe_1052
fig|31899.10.peg.1534|SAMN05216182_1332	WP_015907566.1	ATHE_RS05270	Athe_1053
fig|31899.10.peg.1535|SAMN05216182_1333	WP_015907567.1	ATHE_RS05275	Athe_1054
fig|31899.10.peg.1536|SAMN05216182_1334	WP_015907568.1	ATHE_RS05280	Athe_1055
fig|31899.10.peg.1537|SAMN05216182_1335	WP_015907569.1	ATHE_RS05285	Athe_1056
fig|31899.10.peg.1538|SAMN05216182_1336	WP_015907570.1	ATHE_RS05290	Athe_1057
fig|31899.10.peg.1539|SAMN05216182_1337	WP_015907571.1	ATHE_RS05295	Athe_1058
fig|31899.10.peg.1540|SAMN05216182_1338	WP_015907572.1	ATHE_RS05300	Athe_1059
fig|31899.10.peg.1541|SAMN05216182_1339	WP_015907573.1	ATHE_RS05305	Athe_1060
fig|31899.10.peg.1542|SAMN05216182_1340	WP_015907574.1	ATHE_RS05310	Athe_1061
fig|31899.10.peg.1543|SAMN05216182_1341	WP_015907575.1	ATHE_RS05315	Athe_1062
fig|31899.10.peg.1544|SAMN05216182_1342	WP_015907576.1	ATHE_RS05320	Athe_1063
fig|31899.10.peg.1546|SAMN05216182_1344	WP_015907578.1	ATHE_RS05330	Athe_1065
fig|31899.10.peg.1547|SAMN05216182_1345	WP_015907579.1	ATHE_RS05335	Athe_1066
fig|31899.10.peg.1548|SAMN05216182_1346	WP_015907580.1	ATHE_RS05340	Athe_1067
fig|31899.10.peg.1549|SAMN05216182_1347	WP_013430572.1	ATHE_RS05345	Athe_1068
fig|31899.10.peg.1550|SAMN05216182_1348	WP_015907581.1	ATHE_RS05350	Athe_1069
fig|31899.10.peg.1551|SAMN05216182_1349	WP_015907582.1	ATHE_RS05355	Athe_1070
fig|31899.10.peg.1552|SAMN05216182_1350	WP_013430569.1	ATHE_RS05360	Athe_1071
fig|31899.10.peg.1553|SAMN05216182_1351	WP_015907583.1	ATHE_RS05365	Athe_1072
fig|31899.10.peg.1554|SAMN05216182_1352	WP_013430567.1	ATHE_RS05370	Athe_1073
fig|31899.10.peg.1555|SAMN05216182_1353	WP_015907584.1	ATHE_RS05375	Athe_1074
fig|31899.10.peg.1556|SAMN05216182_1354	WP_015907585.1	ATHE_RS05380	Athe_1075
fig|31899.10.peg.1557|SAMN05216182_1355	WP_015907586.1	ATHE_RS05385	Athe_1076
fig|31899.10.peg.1558|SAMN05216182_1356	WP_015907587.1	ATHE_RS05390	Athe_1077
fig|31899.10.peg.1559|SAMN05216182_1357	WP_015907588.1	ATHE_RS05395	Athe_1078
fig|31899.10.peg.1560|SAMN05216182_1358	WP_015907589.1	ATHE_RS05400	Athe_1079
fig|31899.10.peg.1562|SAMN05216182_1360	WP_015907591.1	ATHE_RS05410	Athe_1081
fig|31899.10.peg.1563|SAMN05216182_1361	WP_041727122.1	ATHE_RS05415	Athe_1082
fig|31899.10.peg.1564|SAMN05216182_1362	WP_015907593.1	ATHE_RS05420	Athe_1083
fig|31899.10.peg.1565|SAMN05216182_1363	WP_013411860.1	ATHE_RS05425	Athe_1084
fig|31899.10.peg.1566|SAMN05216182_1364	WP_015907594.1	ATHE_RS05430	Athe_1085
fig|31899.10.peg.1567|SAMN05216182_1365	WP_013430555.1	ATHE_RS05435	Athe_1086
fig|31899.10.peg.1568|SAMN05216182_1366	WP_013403526.1	ATHE_RS05440	Athe_1087
fig|31899.10.peg.1569|SAMN05216182_1367	WP_015907595.1	ATHE_RS05445	Athe_1088
fig|31899.10.peg.1570|SAMN05216182_1368	WP_015907596.1	ATHE_RS05450	Athe_1089
fig|31899.10.peg.1571|SAMN05216182_1369	WP_015907597.1	ATHE_RS05455	Athe_1090
fig|31899.10.peg.1572|SAMN05216182_1370	WP_015907598.1	ATHE_RS05460	Athe_1091
fig|31899.10.peg.1573|SAMN05216182_1371	WP_015907599.1	ATHE_RS05465	Athe_1092
fig|31899.10.peg.1574|SAMN05216182_1372	WP_015907600.1	ATHE_RS05470	Athe_1093
fig|31899.10.peg.1575|SAMN05216182_1373	WP_015907601.1	ATHE_RS05475	Athe_1094
fig|31899.10.peg.1576|SAMN05216182_1374	WP_015907602.1	ATHE_RS05480	Athe_1095
fig|31899.10.peg.1578|SAMN05216182_1376	WP_015907604.1	ATHE_RS05490	Athe_1097
fig|31899.10.peg.1579|SAMN05216182_1377	WP_015907605.1	ATHE_RS05495	Athe_1098
fig|31899.10.peg.1580|SAMN05216182_1378	WP_015907606.1	ATHE_RS05500	Athe_1099
fig|31899.10.peg.1581|SAMN05216182_1379	WP_015907607.1	ATHE_RS05505	Athe_1100
fig|31899.10.peg.1582|SAMN05216182_1380	WP_015907608.1	ATHE_RS05510	Athe_1101
fig|31899.10.peg.1583|SAMN05216182_1381	WP_013403511.1	ATHE_RS05515	Athe_1102
fig|31899.10.peg.1584|SAMN05216182_1382	WP_015907609.1	ATHE_RS05520	Athe_1103
fig|31899.10.peg.1585|SAMN05216182_1383	WP_015907610.1	ATHE_RS05525	Athe_1104
fig|31899.10.peg.1586|SAMN05216182_1384	WP_013432408.1	ATHE_RS05530	Athe_1105
fig|31899.10.peg.1587|SAMN05216182_1385	WP_015907611.1	ATHE_RS05535	Athe_1106
fig|31899.10.peg.1588|SAMN05216182_1386	WP_015907612.1	ATHE_RS05540	Athe_1107
fig|31899.10.peg.1589|SAMN05216182_1387	WP_015907613.1	ATHE_RS14100	Athe_1108
fig|31899.10.peg.1590|SAMN05216182_1388	WP_015907614.1	ATHE_RS05550	Athe_1109
fig|31899.10.peg.1591|SAMN05216182_1389	WP_015907615.1	ATHE_RS05555	Athe_1110
fig|31899.10.peg.1592|SAMN05216182_1390	WP_015907616.1	ATHE_RS05560	Athe_1111
fig|31899.10.peg.1593|SAMN05216182_1391	WP_015907617.1	ATHE_RS05565	Athe_1112
fig|31899.10.peg.1594|SAMN05216182_1392	WP_011917090.1	ATHE_RS05570	Athe_1113
fig|31899.10.peg.1595|SAMN05216182_1393	WP_015907618.1	ATHE_RS05575	Athe_1114
fig|31899.10.peg.1596|SAMN05216182_1394	WP_015907619.1	ATHE_RS05580	Athe_1115
fig|31899.10.peg.1597|SAMN05216182_1395	WP_015907620.1	ATHE_RS05585	Athe_1116
fig|31899.10.peg.1600|SAMN05216182_1398	WP_015907623.1	ATHE_RS05600	Athe_1119
fig|31899.10.peg.1601|SAMN05216182_1399	WP_013290701.1	ATHE_RS05605	Athe_1120
fig|31899.10.peg.1602|SAMN05216182_1400	WP_015907624.1	ATHE_RS05610	Athe_1121
fig|31899.10.peg.1603|SAMN05216182_1401	WP_011917100.1	ATHE_RS05615	Athe_1122
fig|31899.10.peg.1604|SAMN05216182_1402	WP_013403491.1	ATHE_RS05620	Athe_1123
fig|31899.10.peg.1606|SAMN05216182_1403	WP_015907625.1	ATHE_RS05625	Athe_1124
fig|31899.10.peg.1607|SAMN05216182_1404	WP_015907626.1	ATHE_RS05630	Athe_1125
fig|31899.10.peg.1608|SAMN05216182_1405	WP_015907627.1	ATHE_RS05635	Athe_1126
fig|31899.10.peg.1609|SAMN05216182_1406	WP_015907628.1	ATHE_RS05640	Athe_1127
fig|31899.10.peg.1610|SAMN05216182_1407	WP_015907629.1	ATHE_RS05645	Athe_1128
fig|31899.10.peg.1611|SAMN05216182_1408	WP_015907630.1	ATHE_RS05650	Athe_1129
fig|31899.10.peg.1615|SAMN05216182_1411	WP_013432426.1	ATHE_RS05665	Athe_1132
fig|31899.10.peg.1616|SAMN05216182_1412	WP_015907633.1	ATHE_RS05670	Athe_1133
fig|31899.10.peg.1617|SAMN05216182_1413	WP_015907634.1	ATHE_RS05675	Athe_1134
fig|31899.10.peg.1620|SAMN05216182_1415	WP_015907636.1	ATHE_RS05685	Athe_1136
fig|31899.10.peg.1621|SAMN05216182_1416	WP_015907637.1	ATHE_RS05690	Athe_1137
fig|31899.10.peg.1622|SAMN05216182_1417	WP_015907638.1	ATHE_RS05695	Athe_1138
fig|31899.10.peg.1623|SAMN05216182_1418	WP_015907639.1	ATHE_RS05700	Athe_1139
fig|31899.10.peg.1624|SAMN05216182_1419	WP_015907640.1	ATHE_RS05705	Athe_1140
fig|31899.10.peg.1625|SAMN05216182_1420	WP_015907641.1	ATHE_RS05710	Athe_1141
fig|31899.10.peg.1626|SAMN05216182_1421	WP_015907642.1	ATHE_RS05715	Athe_1142
fig|31899.10.peg.1627|SAMN05216182_1422	WP_015907643.1	ATHE_RS05720	Athe_1143
