fig|31899.10.peg.70|SAMN05216182_0004	WP_015908853.1	ATHE_RS12780
fig|31899.10.peg.2172|SAMN05216182_1952	WP_049760256.1	ATHE_RS08320
fig|31899.10.peg.2173|SAMN05216182_1953	WP_015908091.1	ATHE_RS08325
fig|31899.10.peg.2175|SAMN05216182_1955	WP_015908093.1	ATHE_RS08335
fig|31899.10.peg.2176|SAMN05216182_1956	WP_015908094.1	ATHE_RS08340
fig|31899.10.peg.2177|SAMN05216182_1957	WP_015908095.1	ATHE_RS08345
fig|31899.10.peg.2178|SAMN05216182_1958	WP_015908096.1	ATHE_RS08350
fig|31899.10.peg.2179|SAMN05216182_1959	WP_015908097.1	ATHE_RS08355
fig|31899.10.peg.2180|SAMN05216182_1960	WP_015908098.1	ATHE_RS08360
fig|31899.10.peg.2181|SAMN05216182_1961	WP_015908099.1	ATHE_RS08365
fig|31899.10.peg.2183|SAMN05216182_1963	WP_015908101.1	ATHE_RS08375
fig|31899.10.peg.2184|SAMN05216182_1964	WP_015908102.1	ATHE_RS08380
fig|31899.10.peg.2185|SAMN05216182_1965	WP_015908103.1	ATHE_RS08385
fig|31899.10.peg.2186|SAMN05216182_1966	WP_015908104.1	ATHE_RS08390
fig|31899.10.peg.2187|SAMN05216182_1967	WP_013430025.1	ATHE_RS08395
fig|31899.10.peg.2188|SAMN05216182_1968	WP_015908105.1	ATHE_RS08400
fig|31899.10.peg.2191|SAMN05216182_1971	WP_015908108.1	ATHE_RS08415
fig|31899.10.peg.2192|SAMN05216182_1973	WP_015906731.1	ATHE_RS13960
fig|31899.10.peg.2193|SAMN05216182_1974	WP_015908109.1	ATHE_RS08430
fig|31899.10.peg.2194|SAMN05216182_1976	WP_015908110.1	ATHE_RS08440
fig|31899.10.peg.2195|SAMN05216182_1977	WP_015908111.1	ATHE_RS08445
fig|31899.10.peg.2196|SAMN05216182_1978	WP_015908112.1	ATHE_RS08450
fig|31899.10.peg.2197|SAMN05216182_1979	WP_015908113.1	ATHE_RS08455
fig|31899.10.peg.2198|SAMN05216182_1980	WP_013290205.1	ATHE_RS08460
fig|31899.10.peg.2199|SAMN05216182_1981	WP_015908114.1	ATHE_RS08465
fig|31899.10.peg.2200|SAMN05216182_1982	WP_015908115.1	ATHE_RS08470
fig|31899.10.peg.2201|SAMN05216182_1983	WP_015908116.1	ATHE_RS08475
fig|31899.10.peg.2202|SAMN05216182_1984	WP_015908117.1	ATHE_RS08480
fig|31899.10.peg.2203|SAMN05216182_1985	WP_015908118.1	ATHE_RS08485
fig|31899.10.peg.2204|SAMN05216182_1986	WP_015908119.1	ATHE_RS08490
fig|31899.10.peg.2205|SAMN05216182_1987	WP_015908120.1	ATHE_RS08495
fig|31899.10.peg.2206|SAMN05216182_1988	WP_015908121.1	ATHE_RS08500
fig|31899.10.peg.2207|SAMN05216182_1989	WP_015908122.1	ATHE_RS08505
fig|31899.10.peg.2208|SAMN05216182_1990	WP_015908123.1	ATHE_RS08510
fig|31899.10.peg.2209|SAMN05216182_1991	WP_015908124.1	ATHE_RS08515
fig|31899.10.peg.2210|SAMN05216182_1992	WP_015908125.1	ATHE_RS08520
fig|31899.10.peg.2211|SAMN05216182_1993	WP_015908126.1	ATHE_RS08525
fig|31899.10.peg.2212|SAMN05216182_1994	WP_013430001.1	ATHE_RS08530
fig|31899.10.peg.2213|SAMN05216182_1995	WP_015908127.1	ATHE_RS08535
fig|31899.10.peg.2214|SAMN05216182_1996	WP_015908128.1	ATHE_RS08540
fig|31899.10.peg.2215|SAMN05216182_1997	WP_015908129.1	ATHE_RS08545
fig|31899.10.peg.2216|SAMN05216182_1998	WP_015908130.1	ATHE_RS08550
fig|31899.10.peg.2217|SAMN05216182_2004	WP_015908131.1	ATHE_RS08580
fig|31899.10.peg.2218|SAMN05216182_2005	WP_015908132.1	ATHE_RS08585
fig|31899.10.peg.2219|SAMN05216182_2006	WP_015908133.1	ATHE_RS08590
fig|31899.10.peg.2220|SAMN05216182_2007	WP_015908134.1	ATHE_RS08595
fig|31899.10.peg.2221|SAMN05216182_2008	WP_015908135.1	ATHE_RS08600
fig|31899.10.peg.2222|SAMN05216182_2009	WP_013402945.1	ATHE_RS08605
fig|31899.10.peg.2223|SAMN05216182_2010	WP_015908136.1	ATHE_RS08610
fig|31899.10.peg.2224|SAMN05216182_2011	WP_013429990.1	ATHE_RS08615
fig|31899.10.peg.2225|SAMN05216182_2014	WP_013402941.1	ATHE_RS08630
fig|31899.10.peg.2226|SAMN05216182_2015	WP_015908137.1	ATHE_RS08635
fig|31899.10.peg.2227|SAMN05216182_2016	WP_015908138.1	ATHE_RS08640
fig|31899.10.peg.2228|SAMN05216182_2017	WP_011917765.1	ATHE_RS08645
fig|31899.10.peg.2229|SAMN05216182_2018	WP_013290174.1	ATHE_RS08650
fig|31899.10.peg.2230|SAMN05216182_2019	WP_011917767.1	ATHE_RS08655
fig|31899.10.peg.2231|SAMN05216182_2020	WP_013290172.1	ATHE_RS08660
fig|31899.10.peg.2232|SAMN05216182_2021	WP_013412367.1	ATHE_RS08665
fig|31899.10.peg.2233|SAMN05216182_2022	WP_015908139.1	ATHE_RS08670
fig|31899.10.peg.2234|SAMN05216182_2023	WP_013429981.1	ATHE_RS08675
fig|31899.10.peg.2235|SAMN05216182_2024	WP_013429980.1	ATHE_RS08680
fig|31899.10.peg.2236|SAMN05216182_2025	WP_015908140.1	ATHE_RS08685
fig|31899.10.peg.2237|SAMN05216182_2026	WP_013402934.1	ATHE_RS08690
fig|31899.10.peg.2238|SAMN05216182_2027	WP_013429978.1	ATHE_RS08695
fig|31899.10.peg.2239|SAMN05216182_2028	WP_015908141.1	ATHE_RS08700
fig|31899.10.peg.2240|SAMN05216182_2029	WP_013429976.1	ATHE_RS08705
fig|31899.10.peg.2241|SAMN05216182_2030	WP_011917778.1	ATHE_RS08710
fig|31899.10.peg.2242|SAMN05216182_2031	WP_015908142.1	ATHE_RS08715
fig|31899.10.peg.2243|SAMN05216182_2032	WP_015908143.1	ATHE_RS08720
fig|31899.10.peg.2244|SAMN05216182_2033	WP_013290160.1	ATHE_RS08725
fig|31899.10.peg.2246|SAMN05216182_2035	WP_013429973.1	ATHE_RS08735
fig|31899.10.peg.2247|SAMN05216182_2036	WP_013402927.1	ATHE_RS08740
fig|31899.10.peg.2248|SAMN05216182_2037	WP_015908144.1	ATHE_RS08745
fig|31899.10.peg.2249|SAMN05216182_2038	WP_013290155.1	ATHE_RS08750
fig|31899.10.peg.2250|SAMN05216182_2039	WP_013290154.1	ATHE_RS08755
fig|31899.10.peg.2251|SAMN05216182_2040	WP_013402925.1	ATHE_RS08760
fig|31899.10.peg.2252|SAMN05216182_2041	WP_013402924.1	ATHE_RS08765
fig|31899.10.peg.2253|SAMN05216182_2042	WP_015908145.1	ATHE_RS08770
fig|31899.10.peg.2254|SAMN05216182_2043	WP_015908146.1	ATHE_RS08775
fig|31899.10.peg.2255|SAMN05216182_2044	WP_013290149.1	ATHE_RS08780
fig|31899.10.peg.2258|SAMN05216182_2046	WP_013429968.1	ATHE_RS08785
fig|31899.10.peg.2259|SAMN05216182_2047	WP_015908147.1	ATHE_RS08790
fig|31899.10.peg.2260|SAMN05216182_2048	WP_015908148.1	ATHE_RS08795
fig|31899.10.peg.2261|SAMN05216182_2049	WP_015908149.1	ATHE_RS08800
fig|31899.10.peg.2262|SAMN05216182_2050	WP_015908150.1	ATHE_RS08805
fig|31899.10.peg.2263|SAMN05216182_2051	WP_015908151.1	ATHE_RS08810
fig|31899.10.peg.2264|SAMN05216182_2052	WP_015908152.1	ATHE_RS08815
fig|31899.10.peg.2265|SAMN05216182_2053	WP_015908153.1	ATHE_RS08820
fig|31899.10.peg.2266|SAMN05216182_2054	WP_013290141.1	ATHE_RS08825
fig|31899.10.peg.2267|SAMN05216182_2055	WP_015908154.1	ATHE_RS08830
fig|31899.10.peg.2268|SAMN05216182_2056	WP_041727164.1	ATHE_RS08835
fig|31899.10.peg.2269|SAMN05216182_2057	WP_013432999.1	ATHE_RS08840
fig|31899.10.peg.2270|SAMN05216182_2058	WP_013429960.1	ATHE_RS08845
fig|31899.10.peg.2271|SAMN05216182_2059	WP_015908155.1	ATHE_RS08850
fig|31899.10.peg.2272|SAMN05216182_2060	WP_015908156.1	ATHE_RS08855
fig|31899.10.peg.2273|SAMN05216182_2061	WP_015908157.1	ATHE_RS08860
fig|31899.10.peg.2274|SAMN05216182_2062	WP_015908158.1	ATHE_RS08865
fig|31899.10.peg.2275|SAMN05216182_2063	WP_015908159.1	ATHE_RS08870
fig|31899.10.peg.2276|SAMN05216182_2064	WP_015908160.1	ATHE_RS08875
fig|31899.10.peg.2277|SAMN05216182_2065	WP_015908161.1	ATHE_RS08880
fig|31899.10.peg.2278|SAMN05216182_2066	WP_015908162.1	ATHE_RS08885
fig|31899.10.peg.2279|SAMN05216182_2067	WP_015908163.1	ATHE_RS08890
fig|31899.10.peg.2280|SAMN05216182_2068	WP_015908164.1	ATHE_RS08895
fig|31899.10.peg.2281|SAMN05216182_2069	WP_015908165.1	ATHE_RS08900
fig|31899.10.peg.2282|SAMN05216182_2070	WP_015908166.1	ATHE_RS08905
fig|31899.10.peg.2283|SAMN05216182_2071	WP_015908167.1	ATHE_RS08910
fig|31899.10.peg.2284|SAMN05216182_2072	WP_015908168.1	ATHE_RS08915
fig|31899.10.peg.2285|SAMN05216182_2073	WP_041727165.1	ATHE_RS08920
fig|31899.10.peg.2286|SAMN05216182_2074	WP_015908170.1	ATHE_RS08925
fig|31899.10.peg.2287|SAMN05216182_2075	WP_041727166.1	ATHE_RS08930
fig|31899.10.peg.2288|SAMN05216182_2076	WP_015908172.1	ATHE_RS08935
fig|31899.10.peg.2290|SAMN05216182_2078	WP_015908174.1	ATHE_RS08945
fig|31899.10.peg.2291|SAMN05216182_2079	WP_015908175.1	ATHE_RS08950
fig|31899.10.peg.2292|SAMN05216182_2080	WP_015908176.1	ATHE_RS08955
fig|31899.10.peg.2293|SAMN05216182_2081	WP_015908177.1	ATHE_RS08960
fig|31899.10.peg.2294|SAMN05216182_2082	WP_015908178.1	ATHE_RS08965
fig|31899.10.peg.2296|SAMN05216182_2084	WP_015908180.1	ATHE_RS08975
fig|31899.10.peg.2297|SAMN05216182_2085	WP_013429933.1	ATHE_RS08980
fig|31899.10.peg.2298|SAMN05216182_2086	WP_015908181.1	ATHE_RS08985
fig|31899.10.peg.2300|SAMN05216182_2088	WP_015908183.1	ATHE_RS08995
fig|31899.10.peg.2301|SAMN05216182_2089	WP_015908184.1	ATHE_RS09000
fig|31899.10.peg.2302|SAMN05216182_2090	WP_013429928.1	ATHE_RS09005
fig|31899.10.peg.2303|SAMN05216182_2091	WP_015908185.1	ATHE_RS09010
fig|31899.10.peg.2304|SAMN05216182_2092	WP_013429926.1	ATHE_RS09015
fig|31899.10.peg.2306|SAMN05216182_2093	WP_015908186.1	ATHE_RS09020
fig|31899.10.peg.2307|SAMN05216182_2094	WP_041727398.1	ATHE_RS09025
fig|31899.10.peg.2308|SAMN05216182_2095	WP_013429923.1	ATHE_RS09030
fig|31899.10.peg.2309|SAMN05216182_2096	WP_015908188.1	ATHE_RS09035
fig|31899.10.peg.2310|SAMN05216182_2097	WP_015908189.1	ATHE_RS09040
fig|31899.10.peg.2311|SAMN05216182_2098	WP_015908190.1	ATHE_RS09045
fig|31899.10.peg.2312|SAMN05216182_2099	WP_015908191.1	ATHE_RS09050
fig|31899.10.peg.2313|SAMN05216182_2100	WP_015908192.1	ATHE_RS09055
fig|31899.10.peg.2314|SAMN05216182_2101	WP_015908193.1	ATHE_RS09060
fig|31899.10.peg.2315|SAMN05216182_2102	WP_015908194.1	ATHE_RS09065
fig|31899.10.peg.2316|SAMN05216182_2103	WP_015908195.1	ATHE_RS09070
fig|31899.10.peg.2317|SAMN05216182_2104	WP_015908196.1	ATHE_RS09075
fig|31899.10.peg.2318|SAMN05216182_2105	WP_015908197.1	ATHE_RS09080
fig|31899.10.peg.2319|SAMN05216182_2106	WP_015908198.1	ATHE_RS09085
fig|31899.10.peg.2320|SAMN05216182_2107	WP_015908199.1	ATHE_RS09090
fig|31899.10.peg.2321|SAMN05216182_2108	WP_015908200.1	ATHE_RS09095
fig|31899.10.peg.2322|SAMN05216182_2109	WP_015908201.1	ATHE_RS09100
fig|31899.10.peg.2324|SAMN05216182_2111	WP_015908203.1	ATHE_RS09110
fig|31899.10.peg.2325|SAMN05216182_2112	WP_013402856.1	ATHE_RS09115
fig|31899.10.peg.2326|SAMN05216182_2113	WP_015908204.1	ATHE_RS09120
fig|31899.10.peg.2327|SAMN05216182_2114	WP_015908205.1	ATHE_RS09125
fig|31899.10.peg.2328|SAMN05216182_2115	WP_015908206.1	ATHE_RS09130
fig|31899.10.peg.2329|SAMN05216182_2116	WP_015908207.1	ATHE_RS09135
fig|31899.10.peg.2330|SAMN05216182_2117	WP_015908208.1	ATHE_RS09140
fig|31899.10.peg.2331|SAMN05216182_2118	WP_015908209.1	ATHE_RS09145
fig|31899.10.peg.2332|SAMN05216182_2119	WP_015908210.1	ATHE_RS09150
fig|31899.10.peg.2333|SAMN05216182_2120	WP_015908211.1	ATHE_RS09155
fig|31899.10.peg.2334|SAMN05216182_2121	WP_015908212.1	ATHE_RS09160
fig|31899.10.peg.2335|SAMN05216182_2122	WP_015908213.1	ATHE_RS09165
fig|31899.10.peg.2336|SAMN05216182_2123	WP_015908214.1	ATHE_RS09170
fig|31899.10.peg.2337|SAMN05216182_2124	WP_015908215.1	ATHE_RS09175
fig|31899.10.peg.2338|SAMN05216182_2125	WP_015908216.1	ATHE_RS09180
fig|31899.10.peg.2339|SAMN05216182_2126	WP_015908217.1	ATHE_RS09185
fig|31899.10.peg.2340|SAMN05216182_2127	WP_013429898.1	ATHE_RS09190
fig|31899.10.peg.2341|SAMN05216182_2128	WP_015908218.1	ATHE_RS09195
fig|31899.10.peg.2342|SAMN05216182_2129	WP_013290922.1	ATHE_RS09200
fig|31899.10.peg.2343|SAMN05216182_2130	WP_015908219.1	ATHE_RS09205
fig|31899.10.peg.2344|SAMN05216182_2131	WP_015908220.1	ATHE_RS09210
fig|31899.10.peg.2345|SAMN05216182_2132	WP_015908221.1	ATHE_RS09215
fig|31899.10.peg.2346|SAMN05216182_2133	WP_015908222.1	ATHE_RS09220
fig|31899.10.peg.2347|SAMN05216182_2134	WP_015908223.1	ATHE_RS09225
fig|31899.10.peg.2348|SAMN05216182_2135	WP_015908224.1	ATHE_RS09230
fig|31899.10.peg.2349|SAMN05216182_2136	WP_015908225.1	ATHE_RS09235
fig|31899.10.peg.2350|SAMN05216182_2137	WP_015908226.1	ATHE_RS09240
fig|31899.10.peg.2351|SAMN05216182_2138	WP_015908227.1	ATHE_RS09245
fig|31899.10.peg.2352|SAMN05216182_2139	WP_015908228.1	ATHE_RS09250
fig|31899.10.peg.2356|SAMN05216182_2142	WP_015908230.1	ATHE_RS09265
fig|31899.10.peg.2357|SAMN05216182_2144	WP_015908231.1	ATHE_RS09270
fig|31899.10.peg.2360|SAMN05216182_2147	WP_015908233.1	ATHE_RS09285
fig|31899.10.peg.2366|SAMN05216182_2150	WP_015908236.1	ATHE_RS09305
fig|31899.10.peg.2367|SAMN05216182_2151	WP_041727168.1	ATHE_RS09310
fig|31899.10.peg.2368|SAMN05216182_2152	WP_015908238.1	ATHE_RS09315
fig|31899.10.peg.2369|SAMN05216182_2153	WP_015908239.1	ATHE_RS09320
fig|31899.10.peg.2370|SAMN05216182_2154	WP_015908243.1	ATHE_RS09335
fig|31899.10.peg.2371|SAMN05216182_2155	WP_015908244.1	ATHE_RS09340
fig|31899.10.peg.2372|SAMN05216182_2156	WP_015908245.1	ATHE_RS09345
fig|31899.10.peg.2373|SAMN05216182_2157	WP_015908246.1	ATHE_RS09350
fig|31899.10.peg.2374|SAMN05216182_2158	WP_015908247.1	ATHE_RS09355
fig|31899.10.peg.2375|SAMN05216182_2159	WP_015908248.1	ATHE_RS14305
fig|31899.10.peg.2376|SAMN05216182_2160	WP_015908249.1	ATHE_RS14110
fig|31899.10.peg.2377|SAMN05216182_2161	WP_015908240.1	ATHE_RS09325
fig|31899.10.peg.2379|SAMN05216182_2162	WP_015908242.1	ATHE_RS09330
fig|31899.10.peg.2380|SAMN05216182_2163	WP_015908250.1	ATHE_RS09370
fig|31899.10.peg.2382|SAMN05216182_2168	WP_015908252.1	ATHE_RS09380
fig|31899.10.peg.2383|SAMN05216182_2169	WP_015908253.1	ATHE_RS09385
fig|31899.10.peg.2385|SAMN05216182_2171	WP_015908254.1	ATHE_RS09390
fig|31899.10.peg.2386|SAMN05216182_2172	WP_015908255.1	ATHE_RS09395
fig|31899.10.peg.2387|SAMN05216182_2173	WP_015908256.1	ATHE_RS09400
fig|31899.10.peg.2388|SAMN05216182_2174	WP_015908257.1	ATHE_RS09405
fig|31899.10.peg.2389|SAMN05216182_2175	WP_015908258.1	ATHE_RS09410
fig|31899.10.peg.2390|SAMN05216182_2176	WP_015908259.1	ATHE_RS09415
fig|31899.10.peg.2391|SAMN05216182_2177	WP_015908260.1	ATHE_RS09420
fig|31899.10.peg.2393|SAMN05216182_2179	WP_015908262.1	ATHE_RS09430
fig|31899.10.peg.2394|SAMN05216182_2180	WP_015908263.1	ATHE_RS09435
fig|31899.10.peg.2395|SAMN05216182_2181	WP_041727170.1	ATHE_RS09440
fig|31899.10.peg.2396|SAMN05216182_2182	WP_015908265.1	ATHE_RS09445
fig|31899.10.peg.2397|SAMN05216182_2183	WP_015908266.1	ATHE_RS09450
fig|31899.10.peg.2398|SAMN05216182_2184	WP_015908267.1	ATHE_RS09455
fig|31899.10.peg.2399|SAMN05216182_2185	WP_015908268.1	ATHE_RS09460
fig|31899.10.peg.2400|SAMN05216182_2186	WP_013429850.1	ATHE_RS09465
fig|31899.10.peg.2405|SAMN05216182_2189	WP_015908271.1	ATHE_RS09480
fig|31899.10.peg.2407|SAMN05216182_2191	WP_015908273.1	ATHE_RS09490
fig|31899.10.peg.2408|SAMN05216182_2192	WP_015908274.1	ATHE_RS09495
fig|31899.10.peg.2409|SAMN05216182_2193	WP_015908275.1	ATHE_RS09500
fig|31899.10.peg.2410|SAMN05216182_2194	WP_015908276.1	ATHE_RS09505
fig|31899.10.peg.2411|SAMN05216182_2195	WP_015908277.1	ATHE_RS09510
fig|31899.10.peg.2412|SAMN05216182_2196	WP_015908278.1	ATHE_RS09515
fig|31899.10.peg.2414|SAMN05216182_2198	WP_015908280.1	ATHE_RS09525
fig|31899.10.peg.2415|SAMN05216182_2199	WP_015908281.1	ATHE_RS09530
fig|31899.10.peg.2416|SAMN05216182_2200	WP_015908282.1	ATHE_RS09535
fig|31899.10.peg.2418|SAMN05216182_2202	WP_015908284.1	ATHE_RS09545
fig|31899.10.peg.2419|SAMN05216182_2203	WP_015908285.1	ATHE_RS09550
fig|31899.10.peg.2420|SAMN05216182_2204	WP_015908286.1	ATHE_RS09555
fig|31899.10.peg.2421|SAMN05216182_2205	WP_015908287.1	ATHE_RS09560
fig|31899.10.peg.2422|SAMN05216182_2206	WP_015908288.1	ATHE_RS09565
fig|31899.10.peg.2424|SAMN05216182_2208	WP_015908290.1	ATHE_RS09570
fig|31899.10.peg.2425|SAMN05216182_2209	WP_013429831.1	ATHE_RS09575
fig|31899.10.peg.2426|SAMN05216182_2210	WP_015908291.1	ATHE_RS09580
fig|31899.10.peg.2427|SAMN05216182_2211	WP_015908292.1	ATHE_RS09585
fig|31899.10.peg.2429|SAMN05216182_2213	WP_015908294.1	ATHE_RS09595
fig|31899.10.peg.2430|SAMN05216182_2214	WP_015908295.1	ATHE_RS09600
fig|31899.10.peg.2431|SAMN05216182_2215	WP_015908296.1	ATHE_RS09605
fig|31899.10.peg.2432|SAMN05216182_2216	WP_015908297.1	ATHE_RS09610
fig|31899.10.peg.2433|SAMN05216182_2217	WP_015908298.1	ATHE_RS09615
fig|31899.10.peg.2434|SAMN05216182_2218	WP_015908299.1	ATHE_RS09620
fig|31899.10.peg.2436|SAMN05216182_2219	WP_013291003.1	ATHE_RS09625
fig|31899.10.peg.2437|SAMN05216182_2220	WP_015908300.1	ATHE_RS09630
fig|31899.10.peg.2438|SAMN05216182_2221	WP_015908301.1	ATHE_RS09635
fig|31899.10.peg.2439|SAMN05216182_2222	WP_015908302.1	ATHE_RS09640
fig|31899.10.peg.2440|SAMN05216182_2223	WP_015908303.1	ATHE_RS09645
fig|31899.10.peg.2441|SAMN05216182_2224	WP_015908304.1	ATHE_RS09650
fig|31899.10.peg.2442|SAMN05216182_2225	WP_015908305.1	ATHE_RS09655
fig|31899.10.peg.2443|SAMN05216182_2226	WP_015908306.1	ATHE_RS09660
fig|31899.10.peg.2448|SAMN05216182_2230	WP_015908308.1	ATHE_RS09680
fig|31899.10.peg.2450|SAMN05216182_2233	WP_015908309.1	ATHE_RS09690
fig|31899.10.peg.2451|SAMN05216182_2234	WP_015908310.1	ATHE_RS09695
fig|31899.10.peg.2452|SAMN05216182_2235	WP_015908311.1	ATHE_RS09700
fig|31899.10.peg.2453|SAMN05216182_2236	WP_015908312.1	ATHE_RS09705
fig|31899.10.peg.2454|SAMN05216182_2237	WP_013429793.1	ATHE_RS09710
fig|31899.10.peg.2455|SAMN05216182_2238	WP_015908313.1	ATHE_RS09715
fig|31899.10.peg.2456|SAMN05216182_2239	WP_015908314.1	ATHE_RS09720
fig|31899.10.peg.2457|SAMN05216182_2240	WP_015908315.1	ATHE_RS09725
fig|31899.10.peg.2459|SAMN05216182_2242	WP_015908317.1	ATHE_RS09735
fig|31899.10.peg.2460|SAMN05216182_2243	WP_015908318.1	ATHE_RS09740
fig|31899.10.peg.2461|SAMN05216182_2244	WP_015908319.1	ATHE_RS09745
fig|31899.10.peg.2462|SAMN05216182_2245	WP_015908320.1	ATHE_RS09750
fig|31899.10.peg.2463|SAMN05216182_2246	WP_015908321.1	ATHE_RS09755
fig|31899.10.peg.2464|SAMN05216182_2247	WP_015908322.1	ATHE_RS09760
fig|31899.10.peg.2465|SAMN05216182_2248	WP_015908323.1	ATHE_RS09765
fig|31899.10.peg.2466	WP_015908324.1	ATHE_RS09770
fig|31899.10.peg.2468|SAMN05216182_2251	WP_015908326.1	ATHE_RS09780
fig|31899.10.peg.2469|SAMN05216182_2252	WP_015908327.1	ATHE_RS09785
fig|31899.10.peg.2471|SAMN05216182_2254	WP_013429776.1	ATHE_RS09795
fig|31899.10.peg.2472|SAMN05216182_2255	WP_015908329.1	ATHE_RS09800
fig|31899.10.peg.2473|SAMN05216182_2256	WP_015908330.1	ATHE_RS09805
fig|31899.10.peg.2474|SAMN05216182_2257	WP_015908331.1	ATHE_RS09810
fig|31899.10.peg.2475|SAMN05216182_2258	WP_015908332.1	ATHE_RS09815
fig|31899.10.peg.2477|SAMN05216182_2260	WP_013402750.1	ATHE_RS09825
fig|31899.10.peg.2478|SAMN05216182_2261	WP_015908334.1	ATHE_RS09830
fig|31899.10.peg.2479|SAMN05216182_2262	WP_015908335.1	ATHE_RS09835
fig|31899.10.peg.2480|SAMN05216182_2263	WP_015908336.1	ATHE_RS09840
fig|31899.10.peg.2481|SAMN05216182_2264	WP_015908337.1	ATHE_RS09845
fig|31899.10.peg.2483|SAMN05216182_2266	WP_015908339.1	ATHE_RS09855
fig|31899.10.peg.2484|SAMN05216182_2267	WP_015908340.1	ATHE_RS09860
fig|31899.10.peg.2486|SAMN05216182_2268	WP_015908341.1	ATHE_RS09865
fig|31899.10.peg.2487|SAMN05216182_2269	WP_015908342.1	ATHE_RS09870
fig|31899.10.peg.2488|SAMN05216182_2270	WP_015908343.1	ATHE_RS09875
fig|31899.10.peg.2489|SAMN05216182_2271	WP_015908344.1	ATHE_RS09880
fig|31899.10.peg.2490|SAMN05216182_2272	WP_015908345.1	ATHE_RS09885
fig|31899.10.peg.2492|SAMN05216182_2273	WP_015908346.1	ATHE_RS09890
fig|31899.10.peg.2493|SAMN05216182_2274	WP_013291047.1	ATHE_RS09895
fig|31899.10.peg.2494|SAMN05216182_2275	WP_015908347.1	ATHE_RS09900
fig|31899.10.peg.2495|SAMN05216182_2278	WP_015908348.1	ATHE_RS09915
fig|31899.10.peg.2496|SAMN05216182_2279	WP_015908349.1	ATHE_RS09920
fig|31899.10.peg.2497|SAMN05216182_2280	WP_013432084.1	ATHE_RS09925
fig|31899.10.peg.2498|SAMN05216182_2281	WP_013402742.1	ATHE_RS09930
fig|31899.10.peg.2499|SAMN05216182_2282	WP_015908350.1	ATHE_RS09935
fig|31899.10.peg.2501|SAMN05216182_2283	WP_015908351.1	ATHE_RS09940
fig|31899.10.peg.2502|SAMN05216182_2284	WP_015908352.1	ATHE_RS09945
fig|31899.10.peg.2503|SAMN05216182_2285	WP_015908353.1	ATHE_RS09950
fig|31899.10.peg.2505|SAMN05216182_2288	WP_013429749.1	ATHE_RS09960
fig|31899.10.peg.2506|SAMN05216182_2289	WP_015908355.1	ATHE_RS09965
fig|31899.10.peg.2507|SAMN05216182_2290	WP_079504027.1	ATHE_RS14310
fig|31899.10.peg.2508|SAMN05216182_2293	WP_015908356.1	ATHE_RS09980
fig|31899.10.peg.2512|SAMN05216182_2297	WP_015908358.1	ATHE_RS09990
fig|31899.10.peg.2513|SAMN05216182_2298	WP_015908359.1	ATHE_RS09995
fig|31899.10.peg.2515|SAMN05216182_2299	WP_015908360.1	ATHE_RS10000
fig|31899.10.peg.2517	WP_015908361.1	ATHE_RS10005
fig|31899.10.peg.2518	WP_015908362.1	ATHE_RS10010
fig|31899.10.peg.2519|SAMN05216182_2301	WP_015908363.1	ATHE_RS10015
fig|31899.10.peg.2521|SAMN05216182_2303	WP_015908364.1	ATHE_RS10020
fig|31899.10.peg.2522|SAMN05216182_2304	WP_015908365.1	ATHE_RS10025
fig|31899.10.peg.2523|SAMN05216182_2305	WP_015908366.1	ATHE_RS10030
fig|31899.10.peg.2525|SAMN05216182_2306	WP_015908367.1	ATHE_RS10035
fig|31899.10.peg.2526|SAMN05216182_2307	WP_015908368.1	ATHE_RS10040
fig|31899.10.peg.2527|SAMN05216182_2308	WP_015908369.1	ATHE_RS10045
fig|31899.10.peg.2533|SAMN05216182_2312	WP_015908372.1	ATHE_RS10060
fig|31899.10.peg.2535	WP_049760258.1	ATHE_RS10070
fig|31899.10.peg.2536	WP_049760259.1	ATHE_RS14115
fig|31899.10.peg.2538|SAMN05216182_2315	WP_015908374.1	ATHE_RS10075
fig|31899.10.peg.2539|SAMN05216182_2316	WP_041727417.1	ATHE_RS10080
fig|31899.10.peg.2540|SAMN05216182_2317	WP_015908376.1	ATHE_RS10085
fig|31899.10.peg.2544|SAMN05216182_2320	WP_079504030.1	ATHE_RS10095
fig|31899.10.peg.2550|SAMN05216182_2323	WP_015908377.1	ATHE_RS10115
fig|31899.10.peg.2551	WP_079504031.1	ATHE_RS14330
fig|31899.10.peg.2553	WP_049760261.1	ATHE_RS10125
fig|31899.10.peg.2557|SAMN05216182_2327	WP_041727181.1	ATHE_RS10135
fig|31899.10.peg.2558|SAMN05216182_2328	WP_015908380.1	ATHE_RS10140
fig|31899.10.peg.2559|SAMN05216182_2329	WP_015908381.1	ATHE_RS10145
fig|31899.10.peg.2563|SAMN05216182_2332	WP_015908382.1	ATHE_RS10155
fig|31899.10.peg.2567|SAMN05216182_2333	WP_015908384.1	ATHE_RS10160
fig|31899.10.peg.2568|SAMN05216182_2334	WP_041727420.1	ATHE_RS10165
fig|31899.10.peg.2569|SAMN05216182_2335	WP_015908386.1	ATHE_RS10170
fig|31899.10.peg.2571|SAMN05216182_2336	WP_015908387.1	ATHE_RS10175
fig|31899.10.peg.2574|SAMN05216182_2338	WP_015908389.1	ATHE_RS10185
