fig|31899.10.peg.70	WP_015908853.1	ATHE_RS12780	Athe_2535
fig|31899.10.peg.2343	WP_015908219.1	ATHE_RS09205	Athe_1831
fig|31899.10.peg.2344	WP_015908220.1	ATHE_RS09210	Athe_1832
fig|31899.10.peg.2345	WP_015908221.1	ATHE_RS09215	Athe_1833
fig|31899.10.peg.2346	WP_015908222.1	ATHE_RS09220	Athe_1834
fig|31899.10.peg.2347	WP_015908223.1	ATHE_RS09225	Athe_1835
fig|31899.10.peg.2348	WP_015908224.1	ATHE_RS09230	Athe_1836
fig|31899.10.peg.2349	WP_015908225.1	ATHE_RS09235	Athe_1837
fig|31899.10.peg.2350	WP_015908226.1	ATHE_RS09240	Athe_1838
fig|31899.10.peg.2351	WP_015908227.1	ATHE_RS09245	Athe_1839
fig|31899.10.peg.2352	WP_015908228.1	ATHE_RS09250	Athe_1840
fig|31899.10.peg.2356	WP_015908230.1	ATHE_RS09265	Athe_1843
fig|31899.10.peg.2357	WP_015908231.1	ATHE_RS09270	Athe_1844
fig|31899.10.peg.2360	WP_015908233.1	ATHE_RS09285	Athe_1848
fig|31899.10.peg.2366	WP_015908236.1	ATHE_RS09305	Athe_1853
fig|31899.10.peg.2367	WP_041727168.1	ATHE_RS09310	Athe_1854
fig|31899.10.peg.2368	WP_015908238.1	ATHE_RS09315	Athe_1855
fig|31899.10.peg.2369	WP_015908239.1	ATHE_RS09320	Athe_1856
fig|31899.10.peg.2370	WP_015908243.1	ATHE_RS09335	Athe_1860
fig|31899.10.peg.2371	WP_015908244.1	ATHE_RS09340	Athe_1861
fig|31899.10.peg.2372	WP_015908245.1	ATHE_RS09345	Athe_1862
fig|31899.10.peg.2373	WP_015908246.1	ATHE_RS09350	Athe_1863
fig|31899.10.peg.2374	WP_015908247.1	ATHE_RS09355	Athe_1864
fig|31899.10.peg.2375	WP_015908248.1	ATHE_RS14305	Athe_1865
fig|31899.10.peg.2376	WP_015908249.1	ATHE_RS14110	Athe_1866
fig|31899.10.peg.2377	WP_015908240.1	ATHE_RS09325	Athe_1857
fig|31899.10.peg.2379	WP_015908242.1	ATHE_RS09330	Athe_1859
fig|31899.10.peg.2380	WP_015908250.1	ATHE_RS09370	Athe_1867
fig|31899.10.peg.2382	WP_015908252.1	ATHE_RS09380	Athe_1869
fig|31899.10.peg.2383	WP_015908253.1	ATHE_RS09385	Athe_1870
fig|31899.10.peg.2385	WP_015908254.1	ATHE_RS09390	Athe_1871
fig|31899.10.peg.2386	WP_015908255.1	ATHE_RS09395	Athe_1872
fig|31899.10.peg.2387	WP_015908256.1	ATHE_RS09400	Athe_1873
fig|31899.10.peg.2388	WP_015908257.1	ATHE_RS09405	Athe_1874
fig|31899.10.peg.2389	WP_015908258.1	ATHE_RS09410	Athe_1875
fig|31899.10.peg.2390	WP_015908259.1	ATHE_RS09415	Athe_1876
fig|31899.10.peg.2391	WP_015908260.1	ATHE_RS09420	Athe_1877
fig|31899.10.peg.2393	WP_015908262.1	ATHE_RS09430	Athe_1879
fig|31899.10.peg.2394	WP_015908263.1	ATHE_RS09435	Athe_1880
fig|31899.10.peg.2395	WP_041727170.1	ATHE_RS09440	Athe_1881
fig|31899.10.peg.2396	WP_015908265.1	ATHE_RS09445	Athe_1882
fig|31899.10.peg.2397	WP_015908266.1	ATHE_RS09450	Athe_1883
fig|31899.10.peg.2398	WP_015908267.1	ATHE_RS09455	Athe_1884
fig|31899.10.peg.2399	WP_015908268.1	ATHE_RS09460	Athe_1885
fig|31899.10.peg.2400	WP_013429850.1	ATHE_RS09465	Athe_1886
fig|31899.10.peg.2405	WP_015908271.1	ATHE_RS09480	Athe_1889
fig|31899.10.peg.2407	WP_015908273.1	ATHE_RS09490	Athe_1891
fig|31899.10.peg.2408	WP_015908274.1	ATHE_RS09495	Athe_1892
fig|31899.10.peg.2409	WP_015908275.1	ATHE_RS09500	Athe_1893
fig|31899.10.peg.2410	WP_015908276.1	ATHE_RS09505	Athe_1894
fig|31899.10.peg.2411	WP_015908277.1	ATHE_RS09510	Athe_1895
fig|31899.10.peg.2412	WP_015908278.1	ATHE_RS09515	Athe_1896
fig|31899.10.peg.2414	WP_015908280.1	ATHE_RS09525	Athe_1898
fig|31899.10.peg.2415	WP_015908281.1	ATHE_RS09530	Athe_1899
fig|31899.10.peg.2416	WP_015908282.1	ATHE_RS09535	Athe_1900
fig|31899.10.peg.2418	WP_015908284.1	ATHE_RS09545	Athe_1902
fig|31899.10.peg.2419	WP_015908285.1	ATHE_RS09550	Athe_1903
fig|31899.10.peg.2420	WP_015908286.1	ATHE_RS09555	Athe_1904
fig|31899.10.peg.2421	WP_015908287.1	ATHE_RS09560	Athe_1905
fig|31899.10.peg.2422	WP_015908288.1	ATHE_RS09565	Athe_1906
fig|31899.10.peg.2424	WP_015908290.1	ATHE_RS09570	Athe_1908
fig|31899.10.peg.2425	WP_013429831.1	ATHE_RS09575	Athe_1909
fig|31899.10.peg.2426	WP_015908291.1	ATHE_RS09580	Athe_1910
fig|31899.10.peg.2427	WP_015908292.1	ATHE_RS09585	Athe_1911
fig|31899.10.peg.2429	WP_015908294.1	ATHE_RS09595	Athe_1913
fig|31899.10.peg.2430	WP_015908295.1	ATHE_RS09600	Athe_1914
fig|31899.10.peg.2431	WP_015908296.1	ATHE_RS09605	Athe_1915
fig|31899.10.peg.2432	WP_015908297.1	ATHE_RS09610	Athe_1916
fig|31899.10.peg.2433	WP_015908298.1	ATHE_RS09615	Athe_1917
fig|31899.10.peg.2434	WP_015908299.1	ATHE_RS09620	Athe_1918
fig|31899.10.peg.2436	WP_013291003.1	ATHE_RS09625	Athe_1919
fig|31899.10.peg.2437	WP_015908300.1	ATHE_RS09630	Athe_1920
fig|31899.10.peg.2438	WP_015908301.1	ATHE_RS09635	Athe_1921
fig|31899.10.peg.2439	WP_015908302.1	ATHE_RS09640	Athe_1922
fig|31899.10.peg.2440	WP_015908303.1	ATHE_RS09645	Athe_1923
fig|31899.10.peg.2441	WP_015908304.1	ATHE_RS09650	Athe_1924
fig|31899.10.peg.2442	WP_015908305.1	ATHE_RS09655	Athe_1925
fig|31899.10.peg.2443	WP_015908306.1	ATHE_RS09660	Athe_1926
fig|31899.10.peg.2448	WP_015908308.1	ATHE_RS09680	Athe_1930
fig|31899.10.peg.2450	WP_015908309.1	ATHE_RS09690	Athe_1931
fig|31899.10.peg.2451	WP_015908310.1	ATHE_RS09695	Athe_1932
fig|31899.10.peg.2452	WP_015908311.1	ATHE_RS09700	Athe_1933
fig|31899.10.peg.2453	WP_015908312.1	ATHE_RS09705	Athe_1934
fig|31899.10.peg.2454	WP_013429793.1	ATHE_RS09710	Athe_1935
fig|31899.10.peg.2455	WP_015908313.1	ATHE_RS09715	Athe_1936
fig|31899.10.peg.2456	WP_015908314.1	ATHE_RS09720	Athe_1937
fig|31899.10.peg.2457	WP_015908315.1	ATHE_RS09725	Athe_1938
fig|31899.10.peg.2459	WP_015908317.1	ATHE_RS09735	Athe_1940
fig|31899.10.peg.2460	WP_015908318.1	ATHE_RS09740	Athe_1941
fig|31899.10.peg.2461	WP_015908319.1	ATHE_RS09745	Athe_1942
fig|31899.10.peg.2462	WP_015908320.1	ATHE_RS09750	Athe_1943
fig|31899.10.peg.2463	WP_015908321.1	ATHE_RS09755	Athe_1944
fig|31899.10.peg.2464	WP_015908322.1	ATHE_RS09760	Athe_1945
fig|31899.10.peg.2465	WP_015908323.1	ATHE_RS09765	Athe_1946
fig|31899.10.peg.2466	WP_015908324.1	ATHE_RS09770	Athe_1947
fig|31899.10.peg.2468	WP_015908326.1	ATHE_RS09780	Athe_1949
fig|31899.10.peg.2469	WP_015908327.1	ATHE_RS09785	Athe_1950
fig|31899.10.peg.2471	WP_013429776.1	ATHE_RS09795	Athe_1952
fig|31899.10.peg.2472	WP_015908329.1	ATHE_RS09800	Athe_1953
fig|31899.10.peg.2473	WP_015908330.1	ATHE_RS09805	Athe_1954
fig|31899.10.peg.2474	WP_015908331.1	ATHE_RS09810	Athe_1955
fig|31899.10.peg.2475	WP_015908332.1	ATHE_RS09815	Athe_1956
fig|31899.10.peg.2477	WP_013402750.1	ATHE_RS09825	Athe_1958
fig|31899.10.peg.2478	WP_015908334.1	ATHE_RS09830	Athe_1959
fig|31899.10.peg.2479	WP_015908335.1	ATHE_RS09835	Athe_1960
fig|31899.10.peg.2480	WP_015908336.1	ATHE_RS09840	Athe_1961
fig|31899.10.peg.2481	WP_015908337.1	ATHE_RS09845	Athe_1962
fig|31899.10.peg.2483	WP_015908339.1	ATHE_RS09855	Athe_1964
fig|31899.10.peg.2484	WP_015908340.1	ATHE_RS09860	Athe_1965
fig|31899.10.peg.2486	WP_015908341.1	ATHE_RS09865	Athe_1966
fig|31899.10.peg.2487	WP_015908342.1	ATHE_RS09870	Athe_1967
fig|31899.10.peg.2488	WP_015908343.1	ATHE_RS09875	Athe_1968
fig|31899.10.peg.2489	WP_015908344.1	ATHE_RS09880	Athe_1969
fig|31899.10.peg.2490	WP_015908345.1	ATHE_RS09885	Athe_1970
fig|31899.10.peg.2492	WP_015908346.1	ATHE_RS09890	Athe_1971
fig|31899.10.peg.2493	WP_013291047.1	ATHE_RS09895	Athe_1972
fig|31899.10.peg.2494	WP_015908347.1	ATHE_RS09900	Athe_1973
fig|31899.10.peg.2495	WP_015908348.1	ATHE_RS09915	Athe_1974
fig|31899.10.peg.2496	WP_015908349.1	ATHE_RS09920	Athe_1975
fig|31899.10.peg.2497	WP_013432084.1	ATHE_RS09925	Athe_1976
fig|31899.10.peg.2498	WP_013402742.1	ATHE_RS09930	Athe_1977
fig|31899.10.peg.2499	WP_015908350.1	ATHE_RS09935	Athe_1978
fig|31899.10.peg.2501	WP_015908351.1	ATHE_RS09940	Athe_1979
fig|31899.10.peg.2502	WP_015908352.1	ATHE_RS09945	Athe_1980
fig|31899.10.peg.2503	WP_015908353.1	ATHE_RS09950	Athe_1981
fig|31899.10.peg.2505	WP_013429749.1	ATHE_RS09960	Athe_1983
fig|31899.10.peg.2506	WP_015908355.1	ATHE_RS09965	Athe_1984
fig|31899.10.peg.2507	WP_079504027.1	ATHE_RS14310	NA
fig|31899.10.peg.2508	WP_015908356.1	ATHE_RS09980	Athe_1985
fig|31899.10.peg.2512	WP_015908358.1	ATHE_RS09990	Athe_1987
fig|31899.10.peg.2513	WP_015908359.1	ATHE_RS09995	Athe_1988
fig|31899.10.peg.2515	WP_015908360.1	ATHE_RS10000	NA
fig|31899.10.peg.2517	WP_015908361.1	ATHE_RS10005	Athe_1990
fig|31899.10.peg.2518	WP_015908362.1	ATHE_RS10010	Athe_1991
fig|31899.10.peg.2519	WP_015908363.1	ATHE_RS10015	Athe_1992
fig|31899.10.peg.2521	WP_015908364.1	ATHE_RS10020	Athe_1993
fig|31899.10.peg.2522	WP_015908365.1	ATHE_RS10025	Athe_1994
fig|31899.10.peg.2523	WP_015908366.1	ATHE_RS10030	Athe_1995
fig|31899.10.peg.2525	WP_015908367.1	ATHE_RS10035	Athe_1996
fig|31899.10.peg.2526	WP_015908368.1	ATHE_RS10040	Athe_1997
fig|31899.10.peg.2527	WP_015908369.1	ATHE_RS10045	Athe_1998
fig|31899.10.peg.2533	WP_015908372.1	ATHE_RS10060	Athe_2001
fig|31899.10.peg.2535	WP_049760258.1	ATHE_RS10070	NA
fig|31899.10.peg.2536	WP_049760259.1	ATHE_RS14115	NA
fig|31899.10.peg.2538	WP_015908374.1	ATHE_RS10075	Athe_2005
fig|31899.10.peg.2539	WP_041727417.1	ATHE_RS10080	NA
fig|31899.10.peg.2540	WP_015908376.1	ATHE_RS10085	Athe_2007
fig|31899.10.peg.2544	WP_079504030.1	ATHE_RS10095	NA
fig|31899.10.peg.2550	WP_015908377.1	ATHE_RS10115	Athe_2013
fig|31899.10.peg.2551	WP_079504031.1	ATHE_RS14330	NA
fig|31899.10.peg.2553	WP_049760261.1	ATHE_RS10125	NA
fig|31899.10.peg.2557	WP_041727181.1	ATHE_RS10135	Athe_2017
fig|31899.10.peg.2558	WP_015908380.1	ATHE_RS10140	Athe_2018
fig|31899.10.peg.2559	WP_015908381.1	ATHE_RS10145	Athe_2019
fig|31899.10.peg.2563	WP_015908382.1	ATHE_RS10155	Athe_2021
fig|31899.10.peg.2567	WP_015908384.1	ATHE_RS10160	Athe_2023
fig|31899.10.peg.2568	WP_041727420.1	ATHE_RS10165	Athe_2024
fig|31899.10.peg.2569	WP_015908386.1	ATHE_RS10170	Athe_2025
fig|31899.10.peg.2571	WP_015908387.1	ATHE_RS10175	Athe_2026
fig|31899.10.peg.2574	WP_015908389.1	ATHE_RS10185	Athe_2028
fig|31899.10.peg.2575	WP_015908390.1	ATHE_RS10195	Athe_2029
fig|31899.10.peg.2576	WP_015908391.1	ATHE_RS10200	Athe_2030
fig|31899.10.peg.2577	WP_015908392.1	ATHE_RS10205	Athe_2031
fig|31899.10.peg.2578	WP_015908393.1	ATHE_RS10210	Athe_2032
fig|31899.10.peg.2581	WP_015908396.1	ATHE_RS10225	Athe_2035
fig|31899.10.peg.2582	WP_015908397.1	ATHE_RS10230	Athe_2036
fig|31899.10.peg.2583	WP_015908398.1	ATHE_RS10235	Athe_2037
fig|31899.10.peg.2584	WP_015908399.1	ATHE_RS10240	Athe_2038
fig|31899.10.peg.2585	WP_015908400.1	ATHE_RS10245	Athe_2039
fig|31899.10.peg.2586	WP_015908401.1	ATHE_RS10250	Athe_2040
fig|31899.10.peg.2587	WP_013429659.1	ATHE_RS10255	Athe_2041
fig|31899.10.peg.2589	WP_015908402.1	ATHE_RS10265	Athe_2043
fig|31899.10.peg.2590	WP_015908403.1	ATHE_RS10270	Athe_2044
fig|31899.10.peg.2591	WP_013429655.1	ATHE_RS10275	Athe_2045
fig|31899.10.peg.2592	WP_015908404.1	ATHE_RS10280	Athe_2046
fig|31899.10.peg.2593	WP_013429653.1	ATHE_RS10285	Athe_2047
fig|31899.10.peg.2594	WP_015908405.1	ATHE_RS10290	Athe_2048
fig|31899.10.peg.2595	WP_015908406.1	ATHE_RS10295	Athe_2049
fig|31899.10.peg.2596	WP_015908407.1	ATHE_RS10300	Athe_2050
fig|31899.10.peg.2597	WP_013429649.1	ATHE_RS10305	Athe_2051
fig|31899.10.peg.2598	WP_015908408.1	ATHE_RS10310	Athe_2052
fig|31899.10.peg.2599	WP_015908409.1	ATHE_RS10315	Athe_2053
fig|31899.10.peg.2600	WP_015908410.1	ATHE_RS10320	Athe_2054
fig|31899.10.peg.2601	WP_015908411.1	ATHE_RS10325	Athe_2055
fig|31899.10.peg.2602	WP_015908412.1	ATHE_RS10330	Athe_2056
fig|31899.10.peg.2603	WP_015908413.1	ATHE_RS10335	Athe_2057
fig|31899.10.peg.2604	WP_015908414.1	ATHE_RS10340	Athe_2058
fig|31899.10.peg.2605	WP_015908415.1	ATHE_RS10345	Athe_2059
fig|31899.10.peg.2606	WP_015908416.1	ATHE_RS10350	Athe_2060
fig|31899.10.peg.2607	WP_015908417.1	ATHE_RS10355	Athe_2061
fig|31899.10.peg.2608	WP_015908418.1	ATHE_RS10360	Athe_2062
fig|31899.10.peg.2609	WP_013429637.1	ATHE_RS14340	Athe_2063
fig|31899.10.peg.2610	WP_015908419.1	ATHE_RS10365	Athe_2064
fig|31899.10.peg.2611	WP_015908420.1	ATHE_RS10370	Athe_2065
fig|31899.10.peg.2612	WP_015908421.1	ATHE_RS10375	Athe_2066
fig|31899.10.peg.2613	WP_015908422.1	ATHE_RS10380	Athe_2067
fig|31899.10.peg.2614	WP_015908423.1	ATHE_RS10385	Athe_2068
fig|31899.10.peg.2616	WP_013291114.1	ATHE_RS10395	Athe_2070
fig|31899.10.peg.2617	WP_015908425.1	ATHE_RS10400	Athe_2071
fig|31899.10.peg.2618	WP_015908426.1	ATHE_RS10405	Athe_2072
fig|31899.10.peg.2619	WP_015908427.1	ATHE_RS10410	Athe_2073
fig|31899.10.peg.2621	WP_015908428.1	ATHE_RS10415	Athe_2074
fig|31899.10.peg.2623	WP_015908429.1	ATHE_RS10420	Athe_2075
fig|31899.10.peg.2625	WP_015908430.1	ATHE_RS10425	Athe_2076
fig|31899.10.peg.2627	WP_015908432.1	ATHE_RS10435	Athe_2078
fig|31899.10.peg.2629	WP_013429600.1	ATHE_RS10445	Athe_2080
fig|31899.10.peg.2630	WP_015908434.1	ATHE_RS10450	Athe_2081
fig|31899.10.peg.2633	WP_015908436.1	ATHE_RS10460	Athe_2083
fig|31899.10.peg.2634	WP_015908437.1	ATHE_RS10465	Athe_2084
fig|31899.10.peg.2635	WP_015908438.1	ATHE_RS10470	Athe_2085
fig|31899.10.peg.2637	WP_013429593.1	ATHE_RS11550	Athe_2293
fig|31899.10.peg.2638	WP_015906876.1	ATHE_RS11545	Athe_2292
fig|31899.10.peg.2640	WP_015908441.1	ATHE_RS10495	Athe_2090
fig|31899.10.peg.2641	WP_015908442.1	ATHE_RS10500	Athe_2091
fig|31899.10.peg.2642	WP_015908443.1	ATHE_RS10505	Athe_2092
fig|31899.10.peg.2643	WP_015908444.1	ATHE_RS10510	Athe_2093
fig|31899.10.peg.2644	WP_015908445.1	ATHE_RS10515	Athe_2094
fig|31899.10.peg.2645	WP_015908446.1	ATHE_RS10520	Athe_2095
fig|31899.10.peg.2646	WP_013412642.1	ATHE_RS10525	Athe_2096
fig|31899.10.peg.2647	WP_015908447.1	ATHE_RS10530	Athe_2097
fig|31899.10.peg.2650	WP_015908448.1	ATHE_RS10540	Athe_2099
fig|31899.10.peg.2651	WP_015908449.1	ATHE_RS10545	Athe_2100
fig|31899.10.peg.2652	WP_015908450.1	ATHE_RS10550	Athe_2101
fig|31899.10.peg.2653	WP_015908451.1	ATHE_RS10555	Athe_2102
fig|31899.10.peg.2655	WP_015908453.1	ATHE_RS10565	Athe_2104
fig|31899.10.peg.2656	WP_015908454.1	ATHE_RS10570	Athe_2105
fig|31899.10.peg.2657	WP_015908455.1	ATHE_RS10575	Athe_2106
fig|31899.10.peg.2658	WP_015908456.1	ATHE_RS10580	Athe_2107
fig|31899.10.peg.2659	WP_015908457.1	ATHE_RS10585	Athe_2108
fig|31899.10.peg.2660	WP_015908458.1	ATHE_RS10590	Athe_2109
fig|31899.10.peg.2661	WP_015908459.1	ATHE_RS10595	Athe_2110
fig|31899.10.peg.2664	WP_015908460.1	ATHE_RS10605	Athe_2112
fig|31899.10.peg.2666	WP_015908462.1	ATHE_RS10615	Athe_2114
fig|31899.10.peg.2669	WP_041727189.1	ATHE_RS10620	NA
fig|31899.10.peg.2670	WP_015908463.1	ATHE_RS10625	Athe_2115
fig|31899.10.peg.2671	WP_015908464.1	ATHE_RS10630	Athe_2116
fig|31899.10.peg.2673	WP_015908465.1	ATHE_RS10640	Athe_2118
fig|31899.10.peg.2674	WP_015908466.1	ATHE_RS10645	Athe_2119
fig|31899.10.peg.2675	WP_015908467.1	ATHE_RS10650	Athe_2120
fig|31899.10.peg.2676	WP_014043029.1	ATHE_RS10655	Athe_2121
fig|31899.10.peg.2677	WP_011916845.1	ATHE_RS10660	Athe_2122
fig|31899.10.peg.2678	WP_015908468.1	ATHE_RS10665	Athe_2123
fig|31899.10.peg.2679	WP_015908469.1	ATHE_RS10670	Athe_2124
fig|31899.10.peg.2680	WP_015908470.1	ATHE_RS10675	Athe_2125
fig|31899.10.peg.2681	WP_015908471.1	ATHE_RS10680	Athe_2126
fig|31899.10.peg.2682	WP_015908472.1	ATHE_RS10685	Athe_2127
fig|31899.10.peg.2683	WP_013402574.1	ATHE_RS10690	Athe_2128
fig|31899.10.peg.2684	WP_015908473.1	ATHE_RS10695	Athe_2129
fig|31899.10.peg.2686	WP_015908475.1	ATHE_RS10705	Athe_2131
fig|31899.10.peg.2687	WP_015908476.1	ATHE_RS10710	Athe_2132
fig|31899.10.peg.2688	WP_015908477.1	ATHE_RS10715	Athe_2133
fig|31899.10.peg.2689	WP_015908478.1	ATHE_RS10720	Athe_2134
fig|31899.10.peg.2690	WP_015908479.1	ATHE_RS10725	Athe_2135
fig|31899.10.peg.2691	WP_015908480.1	ATHE_RS10730	Athe_2136
fig|31899.10.peg.2692	WP_013402565.1	ATHE_RS10735	Athe_2137
fig|31899.10.peg.2693	WP_011916829.1	ATHE_RS10740	Athe_2138
fig|31899.10.peg.2694	WP_015908481.1	ATHE_RS10745	Athe_2139
fig|31899.10.peg.2695	WP_015908482.1	ATHE_RS10750	Athe_2140
fig|31899.10.peg.2696	WP_015908483.1	ATHE_RS10755	Athe_2141
fig|31899.10.peg.2697	WP_015908484.1	ATHE_RS10760	Athe_2142
fig|31899.10.peg.2698	WP_015908485.1	ATHE_RS10765	Athe_2143
fig|31899.10.peg.2699	WP_015908486.1	ATHE_RS10770	Athe_2144
fig|31899.10.peg.2700	WP_015908487.1	ATHE_RS10775	Athe_2145
fig|31899.10.peg.2701	WP_015908488.1	ATHE_RS10780	Athe_2146
fig|31899.10.peg.2702	WP_015908489.1	ATHE_RS10785	Athe_2147
fig|31899.10.peg.2703	WP_015908490.1	ATHE_RS10790	Athe_2148
fig|31899.10.peg.2704	WP_015908491.1	ATHE_RS10795	Athe_2149
fig|31899.10.peg.2705	WP_015908492.1	ATHE_RS10800	Athe_2150
fig|31899.10.peg.2706	WP_015908493.1	ATHE_RS10805	Athe_2151
fig|31899.10.peg.2707	WP_015908494.1	ATHE_RS10810	Athe_2152
fig|31899.10.peg.2708	WP_015908495.1	ATHE_RS10815	Athe_2153
fig|31899.10.peg.2709	WP_015908496.1	ATHE_RS10820	Athe_2154
fig|31899.10.peg.2710	WP_013429535.1	ATHE_RS10825	Athe_2155
fig|31899.10.peg.2711	WP_015908497.1	ATHE_RS10830	Athe_2156
fig|31899.10.peg.2713	WP_015908499.1	ATHE_RS10840	Athe_2158
fig|31899.10.peg.2714	WP_013291202.1	ATHE_RS10845	Athe_2159
fig|31899.10.peg.2715	WP_015908500.1	ATHE_RS10850	Athe_2160
fig|31899.10.peg.2716	WP_015908501.1	ATHE_RS10855	Athe_2161
fig|31899.10.peg.2717	WP_013429529.1	ATHE_RS10860	Athe_2162
fig|31899.10.peg.2718	WP_013429528.1	ATHE_RS10865	Athe_2163
fig|31899.10.peg.2719	WP_015908502.1	ATHE_RS10870	Athe_2164
fig|31899.10.peg.2720	WP_015908503.1	ATHE_RS10875	Athe_2165
fig|31899.10.peg.2721	WP_015908504.1	ATHE_RS10880	Athe_2166
fig|31899.10.peg.2722	WP_015908505.1	ATHE_RS10885	Athe_2167
fig|31899.10.peg.2723	WP_015908506.1	ATHE_RS10890	Athe_2168
fig|31899.10.peg.2724	WP_015908507.1	ATHE_RS10895	Athe_2169
fig|31899.10.peg.2725	WP_015908508.1	ATHE_RS10900	Athe_2170
fig|31899.10.peg.2726	WP_015908509.1	ATHE_RS10905	Athe_2171
fig|31899.10.peg.2727	WP_013429519.1	ATHE_RS10910	Athe_2172
fig|31899.10.peg.2730	WP_015908511.1	ATHE_RS10920	Athe_2174
fig|31899.10.peg.2731	WP_041727191.1	ATHE_RS10925	Athe_2175
fig|31899.10.peg.2732	WP_015908513.1	ATHE_RS10930	Athe_2176
fig|31899.10.peg.2735	WP_015908516.1	ATHE_RS10945	Athe_2179
fig|31899.10.peg.2736	WP_015908517.1	ATHE_RS10950	Athe_2180
fig|31899.10.peg.2737	WP_015908518.1	ATHE_RS10955	Athe_2181
fig|31899.10.peg.2738	WP_015908519.1	ATHE_RS10960	Athe_2182
fig|31899.10.peg.2739	WP_015908520.1	ATHE_RS10965	Athe_2183
fig|31899.10.peg.2740	WP_015908521.1	ATHE_RS10970	Athe_2184
fig|31899.10.peg.2741	WP_015908522.1	ATHE_RS10975	Athe_2185
fig|31899.10.peg.2742	WP_015908523.1	ATHE_RS10980	Athe_2186
fig|31899.10.peg.2743	WP_015908524.1	ATHE_RS10985	Athe_2187
fig|31899.10.peg.2745	WP_015908526.1	ATHE_RS10995	Athe_2189
fig|31899.10.peg.2746	WP_015908527.1	ATHE_RS11000	Athe_2190
fig|31899.10.peg.2747	WP_015908528.1	ATHE_RS11005	Athe_2191
fig|31899.10.peg.2748	WP_015908529.1	ATHE_RS11010	Athe_2192
fig|31899.10.peg.2749	WP_015908530.1	ATHE_RS11015	Athe_2193
fig|31899.10.peg.2750	WP_015908531.1	ATHE_RS11025	Athe_2194
fig|31899.10.peg.2751	WP_015908532.1	ATHE_RS11030	Athe_2195
fig|31899.10.peg.2753	WP_015908533.1	ATHE_RS11045	Athe_2196
fig|31899.10.peg.2754	WP_015908534.1	ATHE_RS11050	Athe_2197
fig|31899.10.peg.2755	WP_015908535.1	ATHE_RS11055	Athe_2198
fig|31899.10.peg.2756	WP_013291240.1	ATHE_RS11060	Athe_2199
fig|31899.10.peg.2758	WP_041727199.1	ATHE_RS11065	NA
fig|31899.10.peg.2761	WP_015908537.1	ATHE_RS11075	Athe_2201
fig|31899.10.peg.2765	WP_015908538.1	ATHE_RS11085	Athe_2203
fig|31899.10.peg.2766	WP_015908539.1	ATHE_RS11090	Athe_2204
fig|31899.10.peg.2767	WP_015908540.1	ATHE_RS11095	Athe_2205
fig|31899.10.peg.2768	WP_015908541.1	ATHE_RS11100	Athe_2206
fig|31899.10.peg.2769	WP_015908542.1	ATHE_RS11105	Athe_2207
fig|31899.10.peg.2770	WP_015908543.1	ATHE_RS11110	Athe_2208
fig|31899.10.peg.2771	WP_015908544.1	ATHE_RS11115	Athe_2209
fig|31899.10.peg.2773	WP_015908546.1	ATHE_RS11130	Athe_2211
fig|31899.10.peg.2774	WP_015908547.1	ATHE_RS11135	Athe_2212
fig|31899.10.peg.2775	WP_015908548.1	ATHE_RS11140	Athe_2213
fig|31899.10.peg.2776	WP_015908549.1	ATHE_RS11145	Athe_2214
fig|31899.10.peg.2777	WP_015908550.1	ATHE_RS11150	Athe_2215
fig|31899.10.peg.2778	WP_015908551.1	ATHE_RS11155	Athe_2216
fig|31899.10.peg.2779	WP_015908552.1	ATHE_RS11160	Athe_2217
fig|31899.10.peg.2780	WP_015908553.1	ATHE_RS11165	Athe_2218
fig|31899.10.peg.2781	WP_015908554.1	ATHE_RS11170	Athe_2219
fig|31899.10.peg.2782	WP_015908555.1	ATHE_RS11175	Athe_2220
fig|31899.10.peg.2786	WP_015908557.1	ATHE_RS11195	Athe_2223
fig|31899.10.peg.2787	WP_015908558.1	ATHE_RS11200	Athe_2224
fig|31899.10.peg.2790	WP_015908559.1	ATHE_RS11210	Athe_2226
fig|31899.10.peg.2791	WP_015908560.1	ATHE_RS11215	Athe_2227
fig|31899.10.peg.2792	WP_015908561.1	ATHE_RS11220	Athe_2228
fig|31899.10.peg.2793	WP_015908562.1	ATHE_RS11225	Athe_2229
fig|31899.10.peg.2794	WP_015908563.1	ATHE_RS11230	Athe_2230
fig|31899.10.peg.2795	WP_015908564.1	ATHE_RS11235	Athe_2231
fig|31899.10.peg.2796	WP_015908565.1	ATHE_RS11240	Athe_2232
fig|31899.10.peg.2797	WP_015908566.1	ATHE_RS11245	Athe_2233
fig|31899.10.peg.2798	WP_013429468.1	ATHE_RS11250	Athe_2234
fig|31899.10.peg.2799	WP_015908567.1	ATHE_RS11255	Athe_2235
fig|31899.10.peg.2800	WP_015908568.1	ATHE_RS11260	Athe_2236
fig|31899.10.peg.2801	WP_015908569.1	ATHE_RS11265	Athe_2237
fig|31899.10.peg.2802	WP_015908570.1	ATHE_RS11270	Athe_2238
fig|31899.10.peg.2803	WP_015908571.1	ATHE_RS11275	Athe_2239
fig|31899.10.peg.2804	WP_015908572.1	ATHE_RS11280	Athe_2240
fig|31899.10.peg.2805	WP_015908573.1	ATHE_RS11285	Athe_2241
fig|31899.10.peg.2806	WP_015908574.1	ATHE_RS11290	Athe_2242
fig|31899.10.peg.2807	WP_015908575.1	ATHE_RS11295	Athe_2243
