fig|31899.10.peg.70|SAMN05216182_0004	WP_015908853.1
fig|31899.10.peg.2771|SAMN05216182_2526	WP_015908544.1
fig|31899.10.peg.2773|SAMN05216182_2529	WP_015908546.1
fig|31899.10.peg.2774|SAMN05216182_2530	WP_015908547.1
fig|31899.10.peg.2775|SAMN05216182_2531	WP_015908548.1
fig|31899.10.peg.2776|SAMN05216182_2532	WP_015908549.1
fig|31899.10.peg.2777|SAMN05216182_2533	WP_015908550.1
fig|31899.10.peg.2778|SAMN05216182_2534	WP_015908551.1
fig|31899.10.peg.2779|SAMN05216182_2535	WP_015908552.1
fig|31899.10.peg.2780|SAMN05216182_2536	WP_015908553.1
fig|31899.10.peg.2781|SAMN05216182_2537	WP_015908554.1
fig|31899.10.peg.2782|SAMN05216182_2538	WP_015908555.1
fig|31899.10.peg.2786|SAMN05216182_2541	WP_015908557.1
fig|31899.10.peg.2787|SAMN05216182_2542	WP_015908558.1
fig|31899.10.peg.2790|SAMN05216182_2545	WP_015908559.1
fig|31899.10.peg.2791|SAMN05216182_2546	WP_015908560.1
fig|31899.10.peg.2792|SAMN05216182_2547	WP_015908561.1
fig|31899.10.peg.2793|SAMN05216182_2548	WP_015908562.1
fig|31899.10.peg.2794|SAMN05216182_2549	WP_015908563.1
fig|31899.10.peg.2795|SAMN05216182_2550	WP_015908564.1
fig|31899.10.peg.2796|SAMN05216182_2551	WP_015908565.1
fig|31899.10.peg.2797|SAMN05216182_2552	WP_015908566.1
fig|31899.10.peg.2798|SAMN05216182_2553	WP_013429468.1
fig|31899.10.peg.2799|SAMN05216182_2554	WP_015908567.1
fig|31899.10.peg.2800|SAMN05216182_2555	WP_015908568.1
fig|31899.10.peg.2801|SAMN05216182_2556	WP_015908569.1
fig|31899.10.peg.2802|SAMN05216182_2557	WP_015908570.1
fig|31899.10.peg.2803|SAMN05216182_2558	WP_015908571.1
fig|31899.10.peg.2804|SAMN05216182_2559	WP_015908572.1
fig|31899.10.peg.2805|SAMN05216182_2560	WP_015908573.1
fig|31899.10.peg.2806|SAMN05216182_2561	WP_015908574.1
fig|31899.10.peg.2807|SAMN05216182_2562	WP_015908575.1
fig|31899.10.peg.2808|SAMN05216182_2563	WP_015908576.1
fig|31899.10.peg.2809|SAMN05216182_2564	WP_015908577.1
fig|31899.10.peg.2810|SAMN05216182_2565	WP_015908578.1
fig|31899.10.peg.2811|SAMN05216182_2566	WP_015908579.1
fig|31899.10.peg.2812|SAMN05216182_2567	WP_015908580.1
fig|31899.10.peg.2813|SAMN05216182_2568	WP_015908581.1
fig|31899.10.peg.2814|SAMN05216182_2569	WP_015908582.1
fig|31899.10.peg.2817|SAMN05216182_2572	WP_015908584.1
fig|31899.10.peg.2818|SAMN05216182_2573	WP_015908585.1
fig|31899.10.peg.2819|SAMN05216182_2574	WP_015908586.1
fig|31899.10.peg.2820|SAMN05216182_2575	WP_015908587.1
fig|31899.10.peg.2823|SAMN05216182_2577	WP_015908588.1
fig|31899.10.peg.2824|SAMN05216182_2578	WP_015908589.1
fig|31899.10.peg.2827|SAMN05216182_2580	WP_015908592.1
fig|31899.10.peg.2828|SAMN05216182_2582	WP_015908593.1
fig|31899.10.peg.2829|SAMN05216182_2583	WP_015908594.1
fig|31899.10.peg.2830|SAMN05216182_2584	WP_015908595.1
fig|31899.10.peg.2831|SAMN05216182_2585	WP_015908596.1
fig|31899.10.peg.2832|SAMN05216182_2586	WP_015908597.1
fig|31899.10.peg.2833|SAMN05216182_2587	WP_015908598.1
fig|31899.10.peg.2834	WP_041727205.1
fig|31899.10.peg.2835|SAMN05216182_2588	WP_013429442.1
fig|31899.10.peg.2836|SAMN05216182_2589	WP_015908599.1
fig|31899.10.peg.2837|SAMN05216182_2590	WP_015908600.1
fig|31899.10.peg.2838|SAMN05216182_2591	WP_015908601.1
fig|31899.10.peg.2839|SAMN05216182_2592	WP_015908602.1
fig|31899.10.peg.2840|SAMN05216182_2593	WP_015908603.1
fig|31899.10.peg.2842|SAMN05216182_2595	WP_015908604.1
fig|31899.10.peg.2843|SAMN05216182_2596	WP_015908605.1
fig|31899.10.peg.2844|SAMN05216182_2597	WP_015908606.1
fig|31899.10.peg.2845|SAMN05216182_2598	WP_015908607.1
fig|31899.10.peg.2846|SAMN05216182_2599	WP_015908608.1
fig|31899.10.peg.2847|SAMN05216182_2600	WP_015908609.1
fig|31899.10.peg.2849|SAMN05216182_2602	WP_015908611.1
fig|31899.10.peg.2851|SAMN05216182_2603	WP_015908612.1
fig|31899.10.peg.2852|SAMN05216182_2604	WP_015908613.1
fig|31899.10.peg.2855|SAMN05216182_2606	WP_015908614.1
fig|31899.10.peg.2857|SAMN05216182_2607	WP_015908615.1
fig|31899.10.peg.2858|SAMN05216182_2608	WP_015908616.1
fig|31899.10.peg.2859|SAMN05216182_2609	WP_015908617.1
fig|31899.10.peg.2860|SAMN05216182_2610	WP_015908618.1
fig|31899.10.peg.2863|SAMN05216182_2612	WP_015908620.1
fig|31899.10.peg.2864|SAMN05216182_2613	WP_015906876.1
fig|31899.10.peg.2865|SAMN05216182_2614	WP_013429593.1
fig|31899.10.peg.2867|SAMN05216182_2616	WP_015908622.1
fig|31899.10.peg.2868|SAMN05216182_2617	WP_015908623.1
fig|31899.10.peg.2869|SAMN05216182_2618	WP_015908624.1
fig|31899.10.peg.2870|SAMN05216182_2619	WP_015908625.1
fig|31899.10.peg.2874|SAMN05216182_2622	WP_015908629.1
fig|31899.10.peg.2875|SAMN05216182_2623	WP_015908630.1
fig|31899.10.peg.2876|SAMN05216182_2624	WP_015908631.1
fig|31899.10.peg.2877|SAMN05216182_2625	WP_015908632.1
fig|31899.10.peg.2878|SAMN05216182_2626	WP_015908633.1
fig|31899.10.peg.2879|SAMN05216182_2627	WP_015908634.1
fig|31899.10.peg.2880	WP_041727211.1
fig|31899.10.peg.2881|SAMN05216182_2628	WP_015908635.1
fig|31899.10.peg.2882|SAMN05216182_2629	WP_015908636.1
fig|31899.10.peg.2883|SAMN05216182_2630	WP_015908637.1
fig|31899.10.peg.2886|SAMN05216182_2633	WP_041727212.1
fig|31899.10.peg.2888|SAMN05216182_2635	WP_015908642.1
fig|31899.10.peg.2890|SAMN05216182_2636	WP_015908643.1
fig|31899.10.peg.2891|SAMN05216182_2637	WP_015908644.1
fig|31899.10.peg.2892|SAMN05216182_2638	WP_015908645.1
fig|31899.10.peg.2893|SAMN05216182_2639	WP_013429304.1
fig|31899.10.peg.2894|SAMN05216182_2640	WP_013402175.1
fig|31899.10.peg.2896|SAMN05216182_2642	WP_015908646.1
fig|31899.10.peg.2898|SAMN05216182_2644	WP_015908648.1
fig|31899.10.peg.2899|SAMN05216182_2646	WP_015908649.1
fig|31899.10.peg.2900|SAMN05216182_2647	WP_015908650.1
fig|31899.10.peg.2901|SAMN05216182_2648	WP_015908651.1
fig|31899.10.peg.2902|SAMN05216182_2649	WP_015908652.1
fig|31899.10.peg.2903|SAMN05216182_2650	WP_015908653.1
fig|31899.10.peg.2904|SAMN05216182_2651	WP_015908654.1
fig|31899.10.peg.2905|SAMN05216182_2652	WP_015908655.1
fig|31899.10.peg.2906|SAMN05216182_2653	WP_015908656.1
fig|31899.10.peg.2907|SAMN05216182_2654	WP_013429291.1
fig|31899.10.peg.2908|SAMN05216182_2655	WP_015908657.1
fig|31899.10.peg.2909|SAMN05216182_2656	WP_015908658.1
fig|31899.10.peg.2910|SAMN05216182_2657	WP_015908659.1
fig|31899.10.peg.2911|SAMN05216182_2658	WP_015908660.1
fig|31899.10.peg.2912|SAMN05216182_2659	WP_015908661.1
fig|31899.10.peg.2913|SAMN05216182_2660	WP_015908662.1
fig|31899.10.peg.2914|SAMN05216182_2661	WP_015908663.1
fig|31899.10.peg.2915|SAMN05216182_2662	WP_015908664.1
fig|31899.10.peg.2916|SAMN05216182_2663	WP_015908665.1
fig|31899.10.peg.2917|SAMN05216182_2664	WP_015908666.1
fig|31899.10.peg.2918|SAMN05216182_2665	WP_015908667.1
fig|31899.10.peg.2919|SAMN05216182_2666	WP_015908668.1
fig|31899.10.peg.2920|SAMN05216182_2667	WP_015908669.1
fig|31899.10.peg.2922|SAMN05216182_2669	WP_015908671.1
fig|31899.10.peg.2923|SAMN05216182_2670	WP_015908672.1
fig|31899.10.peg.2924|SAMN05216182_2671	WP_015908673.1
fig|31899.10.peg.2926|SAMN05216182_2673	WP_015908674.1
fig|31899.10.peg.2927|SAMN05216182_2674	WP_015908675.1
fig|31899.10.peg.2928|SAMN05216182_2675	WP_015908676.1
fig|31899.10.peg.2929|SAMN05216182_2676	WP_015908677.1
fig|31899.10.peg.2930|SAMN05216182_2677	WP_015908678.1
fig|31899.10.peg.2931|SAMN05216182_2678	WP_015908679.1
fig|31899.10.peg.2933|SAMN05216182_2680	WP_015908681.1
fig|31899.10.peg.2934|SAMN05216182_2681	WP_015908682.1
fig|31899.10.peg.2935|SAMN05216182_2682	WP_015908683.1
fig|31899.10.peg.2936|SAMN05216182_2683	WP_013402129.1
fig|31899.10.peg.2937|SAMN05216182_2684	WP_015908684.1
fig|31899.10.peg.2939|SAMN05216182_2685	WP_015908685.1
fig|31899.10.peg.2941|SAMN05216182_2686	WP_015908686.1
fig|31899.10.peg.2942|SAMN05216182_2687	WP_015908687.1
fig|31899.10.peg.2943|SAMN05216182_2688	WP_015908688.1
fig|31899.10.peg.2945|SAMN05216182_2689	WP_015908689.1
fig|31899.10.peg.2946|SAMN05216182_2690	WP_015908690.1
fig|31899.10.peg.2947|SAMN05216182_2691	WP_015908691.1
fig|31899.10.peg.2948|SAMN05216182_2692	WP_015908692.1
fig|31899.10.peg.2950|SAMN05216182_2693	WP_015908693.1
fig|31899.10.peg.2951|SAMN05216182_2694	WP_015908694.1
fig|31899.10.peg.2952|SAMN05216182_2695	WP_015908695.1
fig|31899.10.peg.2953|SAMN05216182_2696	WP_015908696.1
fig|31899.10.peg.2954|SAMN05216182_2697	WP_015908697.1
fig|31899.10.peg.2955|SAMN05216182_2698	WP_015908698.1
fig|31899.10.peg.2956|SAMN05216182_2699	WP_015908699.1
fig|31899.10.peg.2962|SAMN05216182_2704	WP_015908702.1
fig|31899.10.peg.2963|SAMN05216182_2705	WP_015908703.1
fig|31899.10.peg.2964|SAMN05216182_2706	WP_015908704.1
fig|31899.10.peg.2965|SAMN05216182_2707	WP_015908705.1
fig|31899.10.peg.2966|SAMN05216182_2708	WP_015908706.1
fig|31899.10.peg.2967|SAMN05216182_2709	WP_015908707.1
fig|31899.10.peg.2968|SAMN05216182_2710	WP_015908708.1
fig|31899.10.peg.2969|SAMN05216182_2711	WP_015908709.1
fig|31899.10.peg.2970|SAMN05216182_2712	WP_015908710.1
fig|31899.10.peg.2971|SAMN05216182_2713	WP_015908711.1
fig|31899.10.peg.2972|SAMN05216182_2714	WP_015908712.1
fig|31899.10.peg.2973|SAMN05216182_2715	WP_015908713.1
fig|31899.10.peg.2974|SAMN05216182_2716	WP_013429213.1
fig|31899.10.peg.2977|SAMN05216182_2719	WP_015908714.1
fig|31899.10.peg.2978|SAMN05216182_2720	WP_015908715.1
fig|31899.10.peg.2979|SAMN05216182_2721	WP_015908716.1
fig|31899.10.peg.2980|SAMN05216182_2722	WP_015908717.1
fig|31899.10.peg.2981|SAMN05216182_2723	WP_013404331.1
fig|31899.10.peg.2982|SAMN05216182_2724	WP_015908718.1
fig|31899.10.peg.2983|SAMN05216182_2725	WP_015908719.1
fig|31899.10.peg.2984|SAMN05216182_2726	WP_015908720.1
fig|31899.10.peg.2985|SAMN05216182_2727	WP_015908721.1
fig|31899.10.peg.2987|SAMN05216182_2728	WP_015908722.1
fig|31899.10.peg.2988|SAMN05216182_2730	WP_015908723.1
fig|31899.10.peg.2990|SAMN05216182_2731	WP_015908724.1
fig|31899.10.peg.2991|SAMN05216182_2732	WP_015908725.1
fig|31899.10.peg.2992|SAMN05216182_2733	WP_015908726.1
fig|31899.10.peg.2994|SAMN05216182_2734	WP_015908727.1
fig|31899.10.peg.2995|SAMN05216182_2735	WP_015908728.1
fig|31899.10.peg.2996|SAMN05216182_2736	WP_015908729.1
fig|31899.10.peg.2997|SAMN05216182_2737	WP_015908730.1
fig|31899.10.peg.2999|SAMN05216182_2738	WP_015908731.1
fig|31899.10.peg.3000|SAMN05216182_2739	WP_015908732.1
fig|31899.10.peg.3001|SAMN05216182_2740	WP_015908733.1
fig|31899.10.peg.3002|SAMN05216182_2741	WP_015908734.1
fig|31899.10.peg.3003|SAMN05216182_2742	WP_015908735.1
fig|31899.10.peg.3004|SAMN05216182_2743	WP_015908736.1
fig|31899.10.peg.3006|SAMN05216182_2744	WP_015908737.1
fig|31899.10.peg.3007|SAMN05216182_2745	WP_015908738.1
fig|31899.10.peg.3009|SAMN05216182_2747	WP_015908740.1
fig|31899.10.peg.3010|SAMN05216182_2748	WP_049760265.1
fig|31899.10.peg.3013|SAMN05216182_2750	WP_015908744.1
fig|31899.10.peg.3014|SAMN05216182_2751	WP_015908745.1
fig|31899.10.peg.3015|SAMN05216182_2752	WP_015908746.1
fig|31899.10.peg.3016|SAMN05216182_2753	WP_015908748.1
fig|31899.10.peg.3017|SAMN05216182_2754	WP_015908749.1
fig|31899.10.peg.3018|SAMN05216182_2755	WP_015908750.1
fig|31899.10.peg.3019|SAMN05216182_2756	WP_015908751.1
fig|31899.10.peg.3020|SAMN05216182_2757	WP_015908752.1
fig|31899.10.peg.3021|SAMN05216182_2758	WP_015908753.1
fig|31899.10.peg.3022|SAMN05216182_2759	WP_015908754.1
fig|31899.10.peg.3023|SAMN05216182_2760	WP_015908755.1
fig|31899.10.peg.3024|SAMN05216182_2761	WP_015908756.1
fig|31899.10.peg.3025|SAMN05216182_2762	WP_015908757.1
fig|31899.10.peg.3027|SAMN05216182_2763	WP_015908758.1
fig|31899.10.peg.3028|SAMN05216182_2764	WP_015908759.1
fig|31899.10.peg.3029|SAMN05216182_2765	WP_015908760.1
fig|31899.10.peg.3030|SAMN05216182_2766	WP_015908761.1
fig|31899.10.peg.3032|SAMN05216182_2768	WP_015908762.1
fig|31899.10.peg.3033|SAMN05216182_2769	WP_015908763.1
fig|31899.10.peg.3034|SAMN05216182_2770	WP_015908764.1
fig|31899.10.peg.3035|SAMN05216182_2771	WP_015908765.1
fig|31899.10.peg.3036|SAMN05216182_2772	WP_015908766.1
fig|31899.10.peg.3037|SAMN05216182_2773	WP_015908767.1
fig|31899.10.peg.3038|SAMN05216182_2774	WP_015908768.1
fig|31899.10.peg.3039|SAMN05216182_2775	WP_015908769.1
fig|31899.10.peg.3040|SAMN05216182_2776	WP_015908770.1
fig|31899.10.peg.3042|SAMN05216182_2778	WP_015908772.1
fig|31899.10.peg.3043|SAMN05216182_2779	WP_015908773.1
fig|31899.10.peg.3044|SAMN05216182_2780	WP_015908774.1
fig|31899.10.peg.3045|SAMN05216182_2781	WP_015908775.1
fig|31899.10.peg.3046|SAMN05216182_2782	WP_015908776.1
fig|31899.10.peg.3047|SAMN05216182_2783	WP_015908777.1
fig|31899.10.peg.3048|SAMN05216182_2784	WP_015908778.1
fig|31899.10.peg.3049|SAMN05216182_2785	WP_015908779.1
fig|31899.10.peg.3050|SAMN05216182_2786	WP_015908780.1
fig|31899.10.peg.3051|SAMN05216182_2787	WP_015908781.1
fig|31899.10.peg.3052|SAMN05216182_2788	WP_015908782.1
fig|31899.10.peg.3054|SAMN05216182_2790	WP_015908783.1
fig|31899.10.peg.3055|SAMN05216182_2791	WP_015908784.1
fig|31899.10.peg.3056|SAMN05216182_2792	WP_015908785.1
fig|31899.10.peg.3059|SAMN05216182_2794	WP_015908787.1
fig|31899.10.peg.3061|SAMN05216182_2795	WP_015908788.1
fig|31899.10.peg.3064	WP_015908789.1
fig|31899.10.peg.3065|SAMN05216182_2797	WP_015908790.1
fig|31899.10.peg.3067|SAMN05216182_2798	WP_015908791.1
fig|31899.10.peg.3068|SAMN05216182_2799	WP_015908792.1
fig|31899.10.peg.3069|SAMN05216182_2800	WP_015908793.1
fig|31899.10.peg.3071|SAMN05216182_2801	WP_015908794.1
fig|31899.10.peg.3072|SAMN05216182_2802	WP_015908795.1
fig|31899.10.peg.3074|SAMN05216182_2803	WP_015908796.1
fig|31899.10.peg.3075|SAMN05216182_2804	WP_015908797.1
fig|31899.10.peg.3076|SAMN05216182_2805	WP_015908798.1
fig|31899.10.peg.3077	WP_041727229.1
fig|31899.10.peg.3078|SAMN05216182_2806	WP_015908799.1
fig|31899.10.peg.3079|SAMN05216182_2807	WP_015908800.1
fig|31899.10.peg.3080|SAMN05216182_2808	WP_015908801.1
fig|31899.10.peg.3081|SAMN05216182_2809	WP_015908802.1
fig|31899.10.peg.3082|SAMN05216182_2810	WP_015908803.1
fig|31899.10.peg.3085|SAMN05216182_2813	WP_015908805.1
fig|31899.10.peg.3086|SAMN05216182_2814	WP_015908806.1
fig|31899.10.peg.3087|SAMN05216182_2815	WP_015908807.1
fig|31899.10.peg.3088|SAMN05216182_2816	WP_015908808.1
fig|31899.10.peg.3089|SAMN05216182_2817	WP_015908809.1
fig|31899.10.peg.3091|SAMN05216182_2819	WP_015908811.1
fig|31899.10.peg.3092|SAMN05216182_2820	WP_015908812.1
fig|31899.10.peg.3093|SAMN05216182_2821	WP_015908813.1
fig|31899.10.peg.3095|SAMN05216182_2823	WP_015908815.1
fig|31899.10.peg.3096|SAMN05216182_2824	WP_015908816.1
fig|31899.10.peg.3097|SAMN05216182_2825	WP_015908817.1
fig|31899.10.peg.3098|SAMN05216182_2826	WP_015908818.1
fig|31899.10.peg.3099	WP_015908819.1
fig|31899.10.peg.3100|SAMN05216182_2828	WP_015908820.1
fig|31899.10.peg.3103	WP_015908822.1
fig|31899.10.peg.3105|SAMN05216182_2831	WP_015908824.1
fig|31899.10.peg.3106|SAMN05216182_2832	WP_015908825.1
fig|31899.10.peg.3107|SAMN05216182_2833	WP_015908826.1
fig|31899.10.peg.3108|SAMN05216182_2834	WP_015908827.1
fig|31899.10.peg.3110|SAMN05216182_2836	WP_015908829.1
fig|31899.10.peg.3112|SAMN05216182_2839	WP_015908831.1
fig|31899.10.peg.3113|SAMN05216182_2840	WP_015908832.1
fig|31899.10.peg.3114|SAMN05216182_2841	WP_015908833.1
fig|31899.10.peg.3116|SAMN05216182_2842	WP_015908835.1
fig|31899.10.peg.3117|SAMN05216182_2843	WP_015908836.1
fig|31899.10.peg.3118|SAMN05216182_2844	WP_015908837.1
fig|31899.10.peg.3119|SAMN05216182_2845	WP_015908838.1
fig|31899.10.peg.3120|SAMN05216182_2846	WP_015908839.1
fig|31899.10.peg.3121|SAMN05216182_2847	WP_015908840.1
fig|31899.10.peg.3122|SAMN05216182_2848	WP_015908841.1
fig|31899.10.peg.3123|SAMN05216182_2849	WP_015908842.1
fig|31899.10.peg.3124|SAMN05216182_2850	WP_015908843.1
fig|31899.10.peg.3126|SAMN05216182_2851	WP_015908844.1
fig|31899.10.peg.3127|SAMN05216182_2852	WP_015908845.1
fig|31899.10.peg.3128|SAMN05216182_2853	WP_015908846.1
fig|31899.10.peg.3129|SAMN05216182_2854	WP_015908847.1
fig|31899.10.peg.3130|SAMN05216182_2855	WP_041727234.1
fig|31899.10.peg.3131|SAMN05216182_2856	WP_015908849.1
fig|31899.10.peg.3132|SAMN05216182_2857	WP_015908850.1
fig|31899.10.peg.27|SAMN05216182_2871	WP_012660748.1
fig|31899.10.peg.28|SAMN05216182_2872	WP_012660747.1
fig|31899.10.peg.30|SAMN05216182_2873	WP_012660746.1
fig|31899.10.peg.31|SAMN05216182_2874	WP_012660745.1
fig|31899.10.peg.32|SAMN05216182_2875	WP_012660744.1
fig|31899.10.peg.35|SAMN05216182_2877	WP_012660750.1
fig|31899.10.peg.38|SAMN05216182_2879	WP_012660748.1
fig|31899.10.peg.39|SAMN05216182_2880	WP_012660747.1
fig|31899.10.peg.41|SAMN05216182_2881	WP_012660746.1
fig|31899.10.peg.42|SAMN05216182_2882	WP_012660745.1
fig|31899.10.peg.43|SAMN05216182_2883	WP_012660744.1
fig|31899.10.peg.46|SAMN05216182_2885	WP_012660750.1
fig|31899.10.peg.55|SAMN05216182_2889	WP_015907297.1
fig|31899.10.peg.62|SAMN05216182_2894	WP_015907301.1
fig|31899.10.peg.63|SAMN05216182_2895	WP_015907302.1
fig|31899.10.peg.2|SAMN05216182_2901	WP_012660752.1
fig|31899.10.peg.3|SAMN05216182_2902	WP_012660753.1
fig|31899.10.peg.4|SAMN05216182_2903	WP_012660754.1
fig|31899.10.peg.5|SAMN05216182_2904	WP_012660751.1
fig|31899.10.peg.6|SAMN05216182_2905	WP_012660752.1
fig|31899.10.peg.7|SAMN05216182_2906	WP_012660753.1
fig|31899.10.peg.8|SAMN05216182_2907	WP_012660754.1
